begin HEADER
  File_ID = "Aerosol Gaussian Shape Parameters"
  File_Creation = "Fri Feb  5 14:45:00 PST 2010"
  File_Type = "Matrix"
  Num_Rows = 3
  Num_Columns = 3
  Retrieval_Mode = linear
  AEROSOL_SHAPE = gauss
  Labels = "AERO1" "AERO2" "IC"
end HEADER

# AERO1   AERO2      IC
  0.017   0.017   0.016
      2       2      10
      2       2       2
