begin HEADER
  File_ID = "H2O Constrint Covariance Matrix"
  File_Creation = "Tue Mar 25 11:48:05 PDT 2008"
  File_Type = "Matrix"
  Num_Rows = 40
  Num_Columns = 40
end HEADER
  0.90052150E-13  0.17959628E-13  0.71320571E-14  0.11821810E-18  0.17290113E-13  0.31762760E-13  0.62660836E-13  0.84583370E-13  0.32031775E-11  0.58399113E-11  0.78545797E-11  0.96567620E-11  0.15791482E-10  0.21530129E-10  0.26920759E-10  0.32003180E-10  0.47969024E-10  0.63115738E-10  0.77523287E-10  0.91260470E-10  0.12830759E-09  0.16377776E-09  0.19779975E-09  0.23048720E-09  0.25387132E-09  0.27640492E-09  0.29814770E-09  0.31915330E-09  0.34208590E-09  0.36429035E-09  0.38581149E-09  0.40669010E-09  0.41879941E-09  0.43056756E-09  0.44201326E-09  0.45315370E-09  0.42779938E-09  0.40308701E-09  0.37898489E-09  0.35546360E-09
  0.17959628E-13  0.35817940E-14  0.14223880E-14  0.23579023E-19  0.34485003E-14  0.63350590E-14  0.12496160E-13  0.16867531E-13  0.63882026E-12  0.11646738E-11  0.15664665E-11  0.19258824E-11  0.31493797E-11  0.42938849E-11  0.53689823E-11  0.63826111E-11  0.95668754E-11  0.12587771E-10  0.15461245E-10  0.18201020E-10  0.25589679E-10  0.32663831E-10  0.39449159E-10  0.45968327E-10  0.50632069E-10  0.55126183E-10  0.59462576E-10  0.63651944E-10  0.68225753E-10  0.72654337E-10  0.76946636E-10  0.81110786E-10  0.83525961E-10  0.85873093E-10  0.88155913E-10  0.90377850E-10  0.85321223E-10  0.80392626E-10  0.75585735E-10  0.70894684E-10
  0.71320571E-14  0.14223880E-14  0.56485313E-15  0.93651862E-20  0.13696293E-14  0.25160742E-14  0.49619303E-14  0.66972928E-14  0.25367960E-12  0.46250017E-12  0.62205522E-12  0.76478208E-12  0.12506632E-11  0.17051745E-11  0.21321224E-11  0.25346595E-11  0.37992591E-11  0.49989783E-11  0.61401507E-11  0.72282258E-11  0.10162482E-10  0.12971838E-10  0.15666493E-10  0.18255448E-10  0.20107578E-10  0.21892343E-10  0.23614471E-10  0.25278211E-10  0.27094715E-10  0.28853542E-10  0.30558243E-10  0.32212049E-10  0.33171263E-10  0.34103453E-10  0.35010100E-10  0.35892567E-10  0.33884449E-10  0.31927175E-10  0.30018234E-10  0.28155296E-10
  0.11821810E-18  0.23579023E-19  0.93651862E-20  0.27710560E-23  0.31199390E-18  0.57314710E-18 -0.73990541E-18 -0.16715310E-17 -0.60635806E-17 -0.97770057E-17 -0.12614349E-16 -0.15152440E-16  0.10562942E-16  0.34618075E-16  0.57214399E-16  0.78518780E-16  0.22735951E-15  0.36856394E-15  0.50287755E-15  0.63094170E-15  0.84681720E-15  0.10535037E-14  0.12517516E-14  0.14422230E-14  0.16102588E-14  0.17721828E-14  0.19284241E-14  0.20793680E-14  0.23925622E-14  0.26958119E-14  0.29897295E-14  0.32748720E-14  0.34714167E-14  0.36624241E-14  0.38481978E-14  0.40290170E-14  0.39127054E-14  0.37993388E-14  0.36887716E-14  0.35808690E-14
  0.17290113E-13  0.34485003E-14  0.13696293E-14  0.31199390E-18  0.36553825E-13  0.67151062E-13  0.34051020E-13  0.10566166E-13 -0.20929256E-12 -0.39518047E-12 -0.53721320E-12 -0.66426581E-12  0.27637266E-11  0.59703994E-11  0.89826055E-11  0.11822589E-10  0.28012553E-10  0.43371889E-10  0.57981684E-10  0.71911702E-10  0.96477467E-10  0.11999756E-09  0.14255737E-09  0.16423226E-09  0.18111543E-09  0.19738452E-09  0.21308266E-09  0.22824855E-09  0.26475692E-09  0.30010611E-09  0.33436745E-09  0.36760591E-09  0.39026613E-09  0.41228795E-09  0.43370636E-09  0.45455354E-09  0.43953807E-09  0.42490279E-09  0.41062890E-09  0.39669900E-09
  0.31762760E-13  0.63350590E-14  0.25160742E-14  0.57314710E-18  0.67151062E-13  0.12335960E-12  0.62554158E-13  0.19412010E-13 -0.38447651E-12 -0.72595940E-12 -0.98687872E-12 -0.12202790E-11  0.50771042E-11  0.10967913E-10  0.16501477E-10  0.21718660E-10  0.51460362E-10  0.79676162E-10  0.10651502E-09  0.13210510E-09  0.17723354E-09  0.22044103E-09  0.26188444E-09  0.30170220E-09  0.33271734E-09  0.36260440E-09  0.39144258E-09  0.41930300E-09  0.48637057E-09  0.55130865E-09  0.61424832E-09  0.67530890E-09  0.71693677E-09  0.75739187E-09  0.79673847E-09  0.83503570E-09  0.80745158E-09  0.78056588E-09  0.75434408E-09  0.72875420E-09
  0.62660836E-13  0.12496160E-13  0.49619303E-14 -0.73990541E-18  0.34051020E-13  0.62554158E-13  0.65531910E-10  0.11198316E-09  0.56002626E-09  0.93884131E-09  0.12282853E-08  0.14872018E-08  0.20905929E-08  0.26550277E-08  0.31852326E-08  0.36851231E-08  0.41621216E-08  0.46146476E-08  0.50450902E-08  0.54555048E-08  0.52192266E-08  0.49930059E-08  0.47760213E-08  0.45675481E-08  0.41997942E-08  0.38454162E-08  0.35034751E-08  0.31731275E-08  0.39393278E-08  0.46812001E-08  0.54002419E-08  0.60978166E-08  0.59793854E-08  0.58642908E-08  0.57523498E-08  0.56433943E-08  0.46917117E-08  0.37641249E-08  0.28594439E-08  0.19765645E-08
  0.84583370E-13  0.16867531E-13  0.66972928E-14 -0.16715310E-17  0.10566166E-13  0.19412010E-13  0.11198316E-09  0.19142270E-09  0.95764401E-09  0.16054749E-08  0.21004678E-08  0.25432540E-08  0.35702900E-08  0.45310179E-08  0.54334832E-08  0.62843500E-08  0.70786822E-08  0.78322611E-08  0.85490651E-08  0.92325170E-08  0.87965776E-08  0.83791946E-08  0.79788524E-08  0.75942140E-08  0.69435290E-08  0.63165105E-08  0.57114973E-08  0.51269970E-08  0.63892399E-08  0.76114047E-08  0.87959584E-08  0.99451470E-08  0.97131521E-08  0.94876932E-08  0.92684120E-08  0.90549790E-08  0.74476381E-08  0.58809937E-08  0.43530359E-08  0.28619000E-08
  0.32031775E-11  0.63882026E-12  0.25367960E-12 -0.60635806E-17 -0.20929256E-12 -0.38447651E-12  0.56002626E-09  0.95764401E-09  0.10533729E-07  0.18630193E-07  0.24816517E-07  0.30350373E-07  0.40327472E-07  0.49660425E-07  0.58427387E-07  0.66693098E-07  0.73067984E-07  0.79115804E-07  0.84868489E-07  0.90353509E-07  0.87463461E-07  0.84696432E-07  0.82042376E-07  0.79492427E-07  0.82798654E-07  0.85984628E-07  0.89058790E-07  0.92028722E-07  0.99404981E-07  0.10654703E-06  0.11346929E-06  0.12018489E-06  0.11932274E-06  0.11848488E-06  0.11766997E-06  0.11687680E-06  0.10610193E-06  0.95599863E-07  0.85357137E-07  0.75361247E-07
  0.58399113E-11  0.11646738E-11  0.46250017E-12 -0.97770057E-17 -0.39518047E-12 -0.72595940E-12  0.93884131E-09  0.16054749E-08  0.18630193E-07  0.33024386E-07  0.44022663E-07  0.53860957E-07  0.71405227E-07  0.87816795E-07  0.10323309E-06  0.11776797E-06  0.12886114E-06  0.13938518E-06  0.14939564E-06  0.15894033E-06  0.15397536E-06  0.14922174E-06  0.14466219E-06  0.14028150E-06  0.14693325E-06  0.15334306E-06  0.15952792E-06  0.16550308E-06  0.17804867E-06  0.19019591E-06  0.20196934E-06  0.21339126E-06  0.21199632E-06  0.21064068E-06  0.20932219E-06  0.20803885E-06  0.18951294E-06  0.17145609E-06  0.15384513E-06  0.13665857E-06
