begin HEADER
  File_ID = "H2O Constrint Covariance Matrix"
  File_Creation = "Wed Mar  5 16:46:33 PST 2008"
  File_Type = "Matrix"
  Num_Rows = 20
  Num_Columns = 20
end HEADER
  0.90052150E-13  0.11821810E-18  0.31762760E-13  0.84583370E-13  0.58399113E-11  0.96567620E-11  0.21530129E-10  0.32003180E-10  0.63115738E-10  0.91260470E-10  0.16377776E-09  0.23048720E-09  0.27640492E-09  0.31915330E-09  0.36429035E-09  0.40669010E-09  0.43056756E-09  0.45315370E-09  0.40308701E-09  0.35546360E-09
  0.11821810E-18  0.27710560E-23  0.57314710E-18 -0.16715310E-17 -0.97770057E-17 -0.15152440E-16  0.34618075E-16  0.78518780E-16  0.36856394E-15  0.63094170E-15  0.10535037E-14  0.14422230E-14  0.17721828E-14  0.20793680E-14  0.26958119E-14  0.32748720E-14  0.36624241E-14  0.40290170E-14  0.37993388E-14  0.35808690E-14
  0.31762760E-13  0.57314710E-18  0.12335960E-12  0.19412010E-13 -0.72595940E-12 -0.12202790E-11  0.10967913E-10  0.21718660E-10  0.79676162E-10  0.13210510E-09  0.22044103E-09  0.30170220E-09  0.36260440E-09  0.41930300E-09  0.55130865E-09  0.67530890E-09  0.75739187E-09  0.83503570E-09  0.78056588E-09  0.72875420E-09
  0.84583370E-13 -0.16715310E-17  0.19412010E-13  0.19142270E-09  0.16054749E-08  0.25432540E-08  0.45310179E-08  0.62843500E-08  0.78322611E-08  0.92325170E-08  0.83791946E-08  0.75942140E-08  0.63165105E-08  0.51269970E-08  0.76114047E-08  0.99451470E-08  0.94876932E-08  0.90549790E-08  0.58809937E-08  0.28619000E-08
  0.58399113E-11 -0.97770057E-17 -0.72595940E-12  0.16054749E-08  0.33024386E-07  0.53860957E-07  0.87816795E-07  0.11776797E-06  0.13938518E-06  0.15894033E-06  0.14922174E-06  0.14028150E-06  0.15334306E-06  0.16550308E-06  0.19019591E-06  0.21339126E-06  0.21064068E-06  0.20803885E-06  0.17145609E-06  0.13665857E-06
  0.96567620E-11 -0.15152440E-16 -0.12202790E-11  0.25432540E-08  0.53860957E-07  0.87894120E-07  0.14305073E-06  0.19170230E-06  0.22662919E-06  0.25822440E-06  0.24262649E-06  0.22827780E-06  0.25084896E-06  0.27186220E-06  0.31128334E-06  0.34831380E-06  0.34404245E-06  0.34000210E-06  0.28126311E-06  0.22539060E-06
  0.21530129E-10  0.34618075E-16  0.10967913E-10  0.45310179E-08  0.87816795E-07  0.14305073E-06  0.26152261E-06  0.36602223E-06  0.49499240E-06  0.61166011E-06  0.65962577E-06  0.70374989E-06  0.72697445E-06  0.74859599E-06  0.77756542E-06  0.80477802E-06  0.81066567E-06  0.81623490E-06  0.71900451E-06  0.62651899E-06
  0.32003180E-10  0.78518780E-16  0.21718660E-10  0.62843500E-08  0.11776797E-06  0.19170230E-06  0.36602223E-06  0.51978330E-06  0.73170553E-06  0.92341250E-06  0.10274452E-05  0.11231460E-05  0.11469469E-05  0.11691050E-05  0.11888554E-05  0.12074080E-05  0.12222565E-05  0.12363020E-05  0.11051198E-05  0.98033930E-06
  0.63115738E-10  0.36856394E-15  0.79676162E-10  0.78322611E-08  0.13938518E-06  0.22662919E-06  0.49499240E-06  0.73170553E-06  0.12546232E-05  0.17276598E-05  0.22170669E-05  0.26672778E-05  0.27892464E-05  0.29027964E-05  0.27998373E-05  0.27031221E-05  0.27508181E-05  0.27959347E-05  0.25970566E-05  0.24078839E-05
  0.91260470E-10  0.63094170E-15  0.13210510E-09  0.92325170E-08  0.15894033E-06  0.25822440E-06  0.61166011E-06  0.92341250E-06  0.17276598E-05  0.24551900E-05  0.32932107E-05  0.40641150E-05  0.42748870E-05  0.44711110E-05  0.42571477E-05  0.40561600E-05  0.41335702E-05  0.42067940E-05  0.39466776E-05  0.36992550E-05
