begin HEADER
  File_ID = "Temperature Constraint Covariance Matrix"
  File_Creation = "Tue Mar 25 11:48:05 PDT 2008"
  File_Type = "Matrix"
  Num_Rows = 40
  Num_Columns = 40
end HEADER
  0.71101520E+01  0.17787265E+01  0.97800004E+00  0.45057500E+00  0.38077898E+00  0.32235600E+00  0.92899487E+00  0.13594120E+01  0.91447101E+00  0.53827876E+00  0.25083880E+00 -0.62850000E-02 -0.11692202E+00 -0.22041604E+00 -0.31763373E+00 -0.40929300E+00 -0.38609566E+00 -0.36408847E+00 -0.34315524E+00 -0.32319600E+00 -0.27528427E+00 -0.22941196E+00 -0.18541252E+00 -0.14313900E+00 -0.86820794E-01 -0.32550982E-01  0.19814228E-01  0.70404000E-01  0.21351845E+00  0.35208880E+00  0.48639477E+00  0.61669100E+00  0.33843856E+00  0.68025264E-01 -0.19497851E+00 -0.45096800E+00 -0.47462206E+00 -0.49767721E+00 -0.52016305E+00 -0.54210700E+00
  0.17787265E+01  0.15102501E+01  0.14699276E+01  0.14433679E+01  0.16796417E+01  0.18774154E+01  0.68750518E+00 -0.15674958E+00 -0.61503816E+00 -0.10025156E+01 -0.12985784E+01 -0.15634155E+01 -0.14859407E+01 -0.14134678E+01 -0.13453900E+01 -0.12812046E+01 -0.12101269E+01 -0.11426960E+01 -0.10785556E+01 -0.10173997E+01 -0.11002462E+01 -0.11795661E+01 -0.12556477E+01 -0.13287448E+01 -0.14656791E+01 -0.15976328E+01 -0.17249556E+01 -0.18479615E+01 -0.17756249E+01 -0.17055850E+01 -0.16377006E+01 -0.15718429E+01 -0.15772940E+01 -0.15825915E+01 -0.15877439E+01 -0.15927589E+01 -0.15777901E+01 -0.15632002E+01 -0.15489707E+01 -0.15350840E+01
  0.97800004E+00  0.14699276E+01  0.15438102E+01  0.15924754E+01  0.18747178E+01  0.21109697E+01  0.65123586E+00 -0.38446180E+00 -0.84475504E+00 -0.12339274E+01 -0.15312852E+01 -0.17972808E+01 -0.16915535E+01 -0.15926522E+01 -0.14997487E+01 -0.14121569E+01 -0.13338881E+01 -0.12596350E+01 -0.11890054E+01 -0.11216621E+01 -0.12241471E+01 -0.13222697E+01 -0.14163862E+01 -0.15068109E+01 -0.16727697E+01 -0.18326923E+01 -0.19870025E+01 -0.21360807E+01 -0.20743742E+01 -0.20146269E+01 -0.19567183E+01 -0.19005386E+01 -0.18650177E+01 -0.18304976E+01 -0.17969233E+01 -0.17642444E+01 -0.17434748E+01 -0.17232311E+01 -0.17034872E+01 -0.16842192E+01
  0.45057500E+00  0.14433679E+01  0.15924754E+01  0.16906900E+01  0.20032111E+01  0.22648080E+01  0.62734587E+00 -0.53445200E+00 -0.99606569E+00 -0.13863545E+01 -0.16845653E+01 -0.19513240E+01 -0.18269872E+01 -0.17106779E+01 -0.16014221E+01 -0.14984130E+01 -0.14154076E+01 -0.13366607E+01 -0.12617568E+01 -0.11903380E+01 -0.13057586E+01 -0.14162662E+01 -0.15222620E+01 -0.16241000E+01 -0.18091768E+01 -0.19875221E+01 -0.21596083E+01 -0.23258600E+01 -0.22711553E+01 -0.22181876E+01 -0.21668500E+01 -0.21170450E+01 -0.20545365E+01 -0.19937891E+01 -0.19347062E+01 -0.18771990E+01 -0.18526085E+01 -0.18286407E+01 -0.18052647E+01 -0.17824520E+01
  0.38077898E+00  0.16796417E+01  0.18747178E+01  0.20032111E+01  0.27712894E+01  0.34142118E+01  0.70065430E+00 -0.12246454E+01 -0.17652405E+01 -0.22223071E+01 -0.25715413E+01 -0.28839420E+01 -0.26982069E+01 -0.25244632E+01 -0.23612562E+01 -0.22073805E+01 -0.20514960E+01 -0.19036092E+01 -0.17629393E+01 -0.16288147E+01 -0.17507137E+01 -0.18674240E+01 -0.19793692E+01 -0.20869233E+01 -0.23466349E+01 -0.25969004E+01 -0.28383828E+01 -0.30716778E+01 -0.30225003E+01 -0.29748842E+01 -0.29287336E+01 -0.28839607E+01 -0.27279419E+01 -0.25763185E+01 -0.24288498E+01 -0.22853140E+01 -0.22238904E+01 -0.21640219E+01 -0.21056319E+01 -0.20486490E+01
  0.32235600E+00  0.18774154E+01  0.21109697E+01  0.22648080E+01  0.34142118E+01  0.43763240E+01  0.76201737E+00 -0.18023740E+01 -0.24090807E+01 -0.29220440E+01 -0.33139875E+01 -0.36645930E+01 -0.34274641E+01 -0.32056449E+01 -0.29972778E+01 -0.28008240E+01 -0.25839359E+01 -0.23781753E+01 -0.21824558E+01 -0.19958430E+01 -0.21231648E+01 -0.22450671E+01 -0.23619923E+01 -0.24743310E+01 -0.27965160E+01 -0.31069825E+01 -0.34065532E+01 -0.36959670E+01 -0.36514160E+01 -0.36082796E+01 -0.35664707E+01 -0.35259100E+01 -0.32916180E+01 -0.30639267E+01 -0.28424743E+01 -0.26269280E+01 -0.25346731E+01 -0.24447539E+01 -0.23570552E+01 -0.22714700E+01
  0.92899487E+00  0.68750518E+00  0.65123586E+00  0.62734587E+00  0.70065430E+00  0.76201737E+00  0.11393614E+01  0.14070912E+01  0.89595663E+00  0.46379852E+00  0.13359631E+00 -0.16177963E+00 -0.18912084E+00 -0.21469682E+00 -0.23872177E+00 -0.26137309E+00 -0.27032631E+00 -0.27882018E+00 -0.28689955E+00 -0.29460299E+00 -0.34416484E+00 -0.39161702E+00 -0.43713183E+00 -0.48086128E+00 -0.48630429E+00 -0.49154932E+00 -0.49661028E+00 -0.50149965E+00 -0.35040067E+00 -0.20409930E+00 -0.62300228E-01  0.75265395E-01  0.50788676E-01  0.27001535E-01  0.38661793E-02 -0.18652160E-01 -0.44012734E-01 -0.68731199E-01 -0.92839268E-01 -0.11636636E+00
  0.13594120E+01 -0.15674958E+00 -0.38446180E+00 -0.53445200E+00 -0.12246454E+01 -0.18023740E+01  0.14070912E+01  0.36842430E+01  0.32409180E+01  0.28660920E+01  0.25796960E+01  0.23235060E+01  0.21085203E+01  0.19074146E+01  0.17185049E+01  0.15403960E+01  0.13712058E+01  0.12106960E+01  0.10580190E+01  0.91244600E+00  0.91805575E+00  0.92342672E+00  0.92857840E+00  0.93352800E+00  0.11528170E+01  0.13641301E+01  0.15680271E+01  0.17650110E+01  0.19917070E+01  0.22112051E+01  0.24239483E+01  0.26303400E+01  0.24222640E+01  0.22200500E+01  0.20233769E+01  0.18319490E+01  0.17231389E+01  0.16170838E+01  0.15136475E+01  0.14127040E+01
  0.91447101E+00 -0.61503816E+00 -0.84475504E+00 -0.99606569E+00 -0.17652405E+01 -0.24090807E+01  0.89595663E+00  0.32409180E+01  0.31336457E+01  0.30429482E+01  0.29736484E+01  0.29116576E+01  0.26689930E+01  0.24419955E+01  0.22287642E+01  0.20277243E+01  0.18254000E+01  0.16334560E+01  0.14508790E+01  0.12767970E+01  0.13199314E+01  0.13612297E+01  0.14008419E+01  0.14389002E+01  0.16942541E+01  0.19403203E+01  0.21777509E+01  0.24071313E+01  0.25773665E+01  0.27421965E+01  0.29019540E+01  0.30569418E+01  0.28400552E+01  0.26292789E+01  0.24242780E+01  0.22247444E+01  0.21255413E+01  0.20288500E+01  0.19345463E+01  0.18425153E+01
  0.53827876E+00 -0.10025156E+01 -0.12339274E+01 -0.13863545E+01 -0.22223071E+01 -0.29220440E+01  0.46379852E+00  0.28660920E+01  0.30429482E+01  0.31924781E+01  0.33067304E+01  0.34089326E+01  0.31428660E+01  0.28939773E+01  0.26601822E+01  0.24397544E+01  0.22094157E+01  0.19908945E+01  0.17830373E+01  0.15848514E+01  0.16597124E+01  0.17313868E+01  0.18001350E+01  0.18661864E+01  0.21520327E+01  0.24274823E+01  0.26932649E+01  0.29500363E+01  0.30725345E+01  0.31911433E+01  0.33061020E+01  0.34176285E+01  0.31932927E+01  0.29752770E+01  0.27632350E+01  0.25568482E+01  0.24657678E+01  0.23769934E+01  0.22904112E+01  0.22059155E+01
