begin HEADER
  File_Creation = "2009-05-26T19:32:48 UTC"
  File_ID       = "GOSAT TANSO FTS Conversion Factors"
  Labels        = "Wavenumber" "CNV(B1P_gainH)" "CNV(B1S_gainH)" "CNV(B1P_gainM)" "CNV(B1S_gainM)"
  Num_Columns   = 5
  Num_Rows      = 2601
end HEADER

#      Wavenumber   CNV(B1P_gainH)   CNV(B1S_gainH)   CNV(B1P_gainM)   CNV(B1S_gainM)
   1.24191430e+04              N/A              N/A   1.18812930e-04   1.05252357e-04
   1.24196430e+04              N/A              N/A   1.47850161e-04   5.67818015e-05
   1.24201430e+04              N/A              N/A   6.56497506e-05   1.19728593e-04
   1.24206430e+04              N/A              N/A   7.14177032e-05   6.25781876e-05
   1.24211430e+04              N/A              N/A   2.04170303e-04   9.00146636e-05
   1.24216430e+04              N/A              N/A   1.20921567e-04   5.91790161e-05
   1.24221430e+04              N/A              N/A   8.66210297e-05   1.02074441e-04
   1.24226430e+04              N/A              N/A   6.48466651e-05   5.93468348e-05
   1.24231430e+04              N/A              N/A   8.74193847e-05   5.34212647e-05
   1.24236430e+04              N/A              N/A   1.74998017e-04   5.78066218e-05
   1.24241430e+04              N/A              N/A   1.39865392e-04   7.40781804e-05
   1.24246430e+04              N/A              N/A   1.16092734e-04   4.87915622e-05
   1.24251430e+04              N/A              N/A   1.09917703e-04   5.09673090e-05
   1.24256430e+04              N/A              N/A   3.95412399e-04   4.70008251e-05
   1.24261430e+04              N/A              N/A   7.83158203e-05   5.53384980e-05
   1.24266430e+04              N/A              N/A   5.87366177e-05   9.43399282e-05
   1.24271430e+04              N/A              N/A   8.57234364e-05   6.17399468e-05
   1.24276430e+04              N/A              N/A   9.90904483e-05   1.13185577e-04
   1.24281430e+04              N/A              N/A   9.15527613e-05   5.82002432e-05
   1.24286430e+04              N/A              N/A   7.46928258e-05   7.53601940e-05
   1.24291430e+04              N/A              N/A   1.89417746e-04   7.33997590e-05
   1.24296430e+04              N/A              N/A   9.70354954e-05   6.82306361e-05
   1.24301430e+04              N/A              N/A   5.37864859e-05   6.64548455e-05
   1.24306430e+04              N/A              N/A   1.06755085e-04   4.21400172e-05
   1.24311430e+04              N/A              N/A   6.44391339e-04   4.85738694e-05
   1.24316430e+04              N/A              N/A   1.53291379e-04   8.30775567e-05
   1.24321430e+04              N/A              N/A   8.53194973e-05   5.75983811e-05
   1.24326430e+04              N/A              N/A   1.07576591e-04   1.40004600e-03
   1.24331430e+04              N/A              N/A   9.31676044e-05   4.66546069e-05
   1.24336430e+04              N/A              N/A   1.35321430e-04   6.21051388e-05
   1.24341430e+04              N/A              N/A   1.00068559e-04   4.65326378e-05
   1.24346430e+04              N/A              N/A   8.80635109e-05   3.14389582e-05
   1.24351430e+04              N/A              N/A   1.03222663e-04   1.24007731e-04
   1.24356430e+04              N/A              N/A   1.44729961e-04   1.22901386e-04
   1.24361430e+04              N/A              N/A   7.20500564e-05   8.54747606e-05
   1.24366430e+04              N/A              N/A   9.35667394e-05   5.61826878e-05
   1.24371430e+04              N/A              N/A   9.88046807e-05   7.76898312e-05
   1.24376430e+04              N/A              N/A  -5.83822754e-04   2.53867468e-04
   1.24381430e+04              N/A              N/A   1.03693017e-04   4.57518557e-05
   1.24386430e+04              N/A              N/A   6.31725483e-05   7.20003320e-05
   1.24391430e+04              N/A              N/A   6.79880811e-05   5.10942557e-05
   1.24396430e+04              N/A              N/A   8.78373261e-05   1.69370307e-04
   1.24401430e+04              N/A              N/A   1.27556959e-04   5.50843294e-05
   1.24406430e+04              N/A              N/A   1.44550820e-04   5.16657461e-05
   1.24411430e+04              N/A              N/A   1.42230805e-04   7.27592421e-05
   1.24416430e+04              N/A              N/A   1.29199061e-04   8.57172761e-05
   1.24421430e+04              N/A              N/A   7.31065663e-05   3.87610534e-05
   1.24426430e+04              N/A              N/A   6.84863014e-05   5.91525702e-05
   1.24431430e+04              N/A              N/A   1.10753275e-04   5.56557514e-05
   1.24436430e+04              N/A              N/A   8.86880144e-05   6.23131364e-04
   1.24441430e+04              N/A              N/A   8.37334877e-05   1.22166484e-04
   1.24446430e+04              N/A              N/A   2.21617509e-04   4.82802391e-05
   1.24451430e+04              N/A              N/A   2.38954740e-04   4.65875245e-05
   1.24456430e+04              N/A              N/A   1.67237115e-04   4.95311158e-05
   1.24461430e+04              N/A              N/A   8.85253213e-05   7.41461351e-05
   1.24466430e+04              N/A              N/A   1.24938755e-04   5.67303106e-05
   1.24471430e+04              N/A              N/A   1.38141813e-04   6.47314349e-05
   1.24476430e+04              N/A              N/A   7.92788001e-05   7.92038812e-05
   1.24481430e+04              N/A              N/A   1.51433167e-04   9.10886257e-05
   1.24486430e+04              N/A              N/A   8.76434951e-05   4.16945494e-05
   1.24491430e+04              N/A              N/A   7.93672728e-05   7.51936113e-05
   1.24496430e+04              N/A              N/A   1.68641514e-04   5.12920859e-05
   1.24501430e+04              N/A              N/A   6.11425310e-05   4.76549104e-05
   1.24506430e+04              N/A              N/A   1.53654555e-04   1.51878531e-04
   1.24511430e+04              N/A              N/A   7.22906309e-05   6.23169989e-05
   1.24516430e+04              N/A              N/A   1.44335911e-04   3.55021442e-05
   1.24521430e+04              N/A              N/A   1.48535557e-04   8.70851595e-05
   1.24526430e+04              N/A              N/A   8.13477609e-05   9.35015267e-05
   1.24531430e+04              N/A              N/A   1.11344529e-04   5.67904629e-05
   1.24536430e+04              N/A              N/A   1.33441942e-04   7.27780006e-05
   1.24541430e+04              N/A              N/A   1.14151458e-04   5.17267793e-05
   1.24546430e+04              N/A              N/A   5.44974384e-05   6.31104341e-05
   1.24551430e+04              N/A              N/A   1.62123683e-04   6.62261258e-05
   1.24556430e+04              N/A              N/A   6.51673565e-05   1.89426483e-04
   1.24561430e+04              N/A              N/A   5.59752979e-05   6.49076045e-05
   1.24566430e+04              N/A              N/A   1.05018966e-04   3.10810964e-05
   1.24571430e+04              N/A              N/A   9.12079989e-05   5.39682811e-05
   1.24576430e+04              N/A              N/A   1.66180908e-04   6.33144032e-05
   1.24581430e+04              N/A              N/A   6.20001666e-05   7.08776101e-05
   1.24586430e+04              N/A              N/A   8.99988907e-03   5.02137848e-05
   1.24591430e+04              N/A              N/A   1.11237590e-04   5.57480386e-05
   1.24596430e+04              N/A              N/A   1.01710888e-04   7.79678615e-05
   1.24601430e+04              N/A              N/A   7.48085943e-05   1.11264849e-04
   1.24606430e+04              N/A              N/A   1.59063138e-04   1.26202116e-04
   1.24611430e+04              N/A              N/A   9.93561248e-05   8.12551767e-05
   1.24616430e+04              N/A              N/A   6.09262548e-05   1.73890457e-04
   1.24621430e+04              N/A              N/A   1.53601856e-04   4.68842895e-05
   1.24626430e+04              N/A              N/A   9.13083077e-05   4.85948563e-05
   1.24631430e+04              N/A              N/A   2.41021593e-04   4.12878931e-05
   1.24636430e+04              N/A              N/A   1.13576387e-04   7.63906825e-05
   1.24641430e+04              N/A              N/A   6.86657602e-04   8.77342094e-05
   1.24646430e+04              N/A              N/A   9.42540418e-05   1.16098072e-04
   1.24651430e+04              N/A              N/A   8.33301261e-05   5.36154284e-05
   1.24656430e+04              N/A              N/A   6.66778759e-05   2.14464548e-04
   1.24661430e+04              N/A              N/A   7.93106156e-05   2.31060119e-04
   1.24666430e+04              N/A              N/A   8.83866773e-05   8.87791885e-05
   1.24671430e+04              N/A              N/A   1.49244804e-04   4.74608386e-05
   1.24676430e+04              N/A              N/A   6.28780089e-05   2.13667928e-04
   1.24681430e+04              N/A              N/A   1.04836590e-04   3.95388758e-05
   1.24686430e+04              N/A              N/A   9.84323166e-05   1.36209833e-04
   1.24691430e+04              N/A              N/A   1.05426580e-04   5.12837729e-05
   1.24696430e+04              N/A              N/A   7.82953340e-05   9.02263635e-05
   1.24701430e+04              N/A              N/A   1.22629022e-04   9.01882524e-05
   1.24706430e+04              N/A              N/A   7.19817539e-05   9.84593313e-05
   1.24711430e+04              N/A              N/A   8.46218599e-05   7.74870897e-05
   1.24716430e+04              N/A              N/A   6.93390851e-05   6.32453411e-05
   1.24721430e+04              N/A              N/A   6.60871420e-05   1.17862445e-04
   1.24726430e+04              N/A              N/A   1.42535185e-04   5.84600775e-05
   1.24731430e+04              N/A              N/A   1.70363360e-04   6.49989262e-05
   1.24736430e+04              N/A              N/A   9.50863520e-05   4.26187981e-05
   1.24741430e+04              N/A              N/A   7.32182846e-05   4.69123276e-05
   1.24746430e+04              N/A              N/A   1.67618735e-04   6.63718267e-05
   1.24751430e+04              N/A              N/A   4.27649945e-05   6.24496475e-05
   1.24756430e+04              N/A              N/A   1.60401678e-04   3.91705492e-05
   1.24761430e+04              N/A              N/A   1.62571328e-04   7.19443247e-05
   1.24766430e+04              N/A              N/A   2.85562371e-04   2.57497290e-04
   1.24771430e+04              N/A              N/A   1.46561845e-04   3.77388932e-05
   1.24776430e+04              N/A              N/A   9.03911041e-05   5.84007327e-05
   1.24781430e+04              N/A              N/A   7.04683977e-05   5.79921255e-05
   1.24786440e+04              N/A              N/A   6.60408876e-05   7.04134457e-05
   1.24791440e+04              N/A              N/A   7.09761233e-05   6.24397068e-05
   1.24796440e+04              N/A              N/A   8.27582438e-05   5.56342777e-05
   1.24801440e+04              N/A              N/A   1.10286020e-04   4.20790931e-05
   1.24806440e+04              N/A              N/A   9.37192897e-05   1.06829193e-04
   1.24811440e+04              N/A              N/A   3.16943588e-04   9.61116332e-05
   1.24816440e+04              N/A              N/A   8.37017028e-05   7.51378697e-05
   1.24821440e+04              N/A              N/A   6.79287019e-05   7.46457383e-05
   1.24826440e+04              N/A              N/A   3.75493564e-04   6.27063197e-05
   1.24831440e+04              N/A              N/A   5.81447005e-05   7.45880900e-05
   1.24836440e+04              N/A              N/A   9.60436249e-05   1.28549631e-04
   1.24841440e+04              N/A              N/A   1.17180236e-04   6.34693797e-05
   1.24846440e+04              N/A              N/A   1.13073643e-04   6.49968851e-05
   1.24851440e+04              N/A              N/A   9.05173744e-05   1.51913598e-04
   1.24856440e+04              N/A              N/A   1.12958110e-04   4.30590511e-05
   1.24861440e+04              N/A              N/A   9.74600048e-04   9.58077010e-05
   1.24866440e+04              N/A              N/A   1.08888869e-04   8.52176778e-05
   1.24871440e+04              N/A              N/A   1.15765008e-04   6.69693682e-05
   1.24876440e+04              N/A              N/A   1.56346330e-04   8.20834586e-05
   1.24881440e+04              N/A              N/A   7.99768970e-05   1.16381210e-04
   1.24886440e+04              N/A              N/A   7.36234359e-05   8.10650363e-05
   1.24891440e+04              N/A              N/A   7.35071908e-05   4.87931700e-05
   1.24896440e+04              N/A              N/A   6.16416799e-04   4.47486970e-05
   1.24901440e+04              N/A              N/A   4.82601250e-05   1.02367543e-04
   1.24906440e+04              N/A              N/A   6.28386972e-05   7.30687471e-05
   1.24911440e+04              N/A              N/A   1.13199507e-04   6.22544178e-05
   1.24916440e+04              N/A              N/A   1.07431117e-04   6.24154276e-05
   1.24921440e+04              N/A              N/A   2.34401899e-04   1.17417351e-04
   1.24926440e+04              N/A              N/A   1.49176348e-04   6.49233352e-05
   1.24931440e+04              N/A              N/A   5.31935725e-05   1.08241073e-04
   1.24936440e+04              N/A              N/A   8.59799521e-05   6.52997378e-05
   1.24941440e+04              N/A              N/A   1.06661583e-04   5.12675946e-05
   1.24946440e+04              N/A              N/A   7.66303879e-05   5.18223629e-05
   1.24951440e+04              N/A              N/A   9.67883550e-05   7.89939055e-05
   1.24956440e+04              N/A              N/A   1.08997894e-04   6.41000516e-05
   1.24961440e+04              N/A              N/A   1.32448944e-04   9.42227283e-05
   1.24966440e+04              N/A              N/A   9.50764197e-05   5.68166367e-05
   1.24971440e+04              N/A              N/A   9.29269857e-05   9.58417587e-05
   1.24976440e+04              N/A              N/A   1.25548313e-04   1.43319311e-04
   1.24981440e+04              N/A              N/A   1.41965997e-04   7.34596180e-05
   1.24986440e+04              N/A              N/A   7.37282746e-05   4.72774302e-05
   1.24991440e+04              N/A              N/A   8.22715273e-05   5.50343730e-05
   1.24996440e+04              N/A              N/A   1.78832527e-04   6.87863821e-05
   1.25001440e+04              N/A              N/A   7.70026452e-05   8.54060634e-05
   1.25006440e+04              N/A              N/A   1.18405410e-04   7.83473419e-05
   1.25011440e+04              N/A              N/A   7.18461280e-05   1.18767103e-04
   1.25016440e+04              N/A              N/A   7.72380336e-05   7.98016788e-05
   1.25021440e+04              N/A              N/A   5.44928160e-05   4.25452877e-05
   1.25026440e+04              N/A              N/A   1.44778540e-04   4.46541943e-05
   1.25031440e+04              N/A              N/A   7.93982332e-05   9.27120812e-05
   1.25036440e+04              N/A              N/A   2.58972684e-04   6.07988183e-05
   1.25041440e+04              N/A              N/A   5.53160943e-05   5.02037924e-05
   1.25046440e+04              N/A              N/A   1.14928759e-04   7.03777638e-05
   1.25051440e+04              N/A              N/A   9.32742315e-05   6.00086985e-05
   1.25056440e+04              N/A              N/A   9.81330417e-05   6.17458113e-05
   1.25061440e+04              N/A              N/A   2.41973033e-04   6.41628976e-05
   1.25066440e+04              N/A              N/A   7.81746842e-05   3.13715205e-04
   1.25071440e+04              N/A              N/A   1.72562839e-04   6.20871196e-05
   1.25076440e+04              N/A              N/A   1.06624404e-04   6.94066836e-05
   1.25081440e+04              N/A              N/A   1.41525762e-04   5.77339224e-05
   1.25086440e+04              N/A              N/A   7.76416898e-05   3.64979650e-05
   1.25091440e+04              N/A              N/A   5.91400361e-05   7.37577632e-05
   1.25096440e+04              N/A              N/A   8.99296351e-05   7.91709849e-05
   1.25101440e+04              N/A              N/A   6.91208012e-05   1.33058184e-04
   1.25106440e+04              N/A              N/A   6.79794545e-05   4.92647639e-05
   1.25111440e+04              N/A              N/A   8.64994198e-05   5.08587023e-05
   1.25116440e+04              N/A              N/A   9.35512276e-05   8.18325067e-05
   1.25121440e+04              N/A              N/A   8.92604512e-05   8.63565154e-05
   1.25126440e+04              N/A              N/A   1.40284783e-04   7.35020226e-05
   1.25131440e+04              N/A              N/A   1.20384372e-04   1.48069311e-04
   1.25136440e+04              N/A              N/A   7.18248782e-05   4.41096845e-05
   1.25141440e+04              N/A              N/A   6.95988931e-05   5.82355624e-05
   1.25146440e+04              N/A              N/A   6.86788980e-05   4.61496975e-05
   1.25151440e+04              N/A              N/A   6.46196901e-05   4.95547083e-05
   1.25156440e+04              N/A              N/A   8.27610808e-05   3.18347547e-05
   1.25161440e+04              N/A              N/A   6.74114947e-04   5.05314131e-05
   1.25166440e+04              N/A              N/A   8.01573766e-05   1.12238997e-04
   1.25171440e+04              N/A              N/A   1.70065355e-04   1.09947475e-04
   1.25176440e+04              N/A              N/A   9.45877810e-05   1.27782608e-04
   1.25181440e+04              N/A              N/A   1.07745934e-04   9.91716519e-05
   1.25186440e+04              N/A              N/A   8.96419888e-05   6.30723304e-05
   1.25191440e+04              N/A              N/A   1.15821308e-04   3.58634840e-05
   1.25196440e+04              N/A              N/A   1.61537320e-04   4.94217513e-05
   1.25201440e+04              N/A              N/A   1.13884704e-04   1.15524553e-04
   1.25206440e+04              N/A              N/A   1.77491504e-04   6.57808496e-05
   1.25211440e+04              N/A              N/A   1.27594023e-04   4.26128804e-04
   1.25216440e+04              N/A              N/A   8.01321992e-05   6.10418530e-05
   1.25221440e+04              N/A              N/A   1.99841014e-04   9.24507330e-05
   1.25226440e+04              N/A              N/A   1.20443646e-04   5.18352186e-05
   1.25231440e+04              N/A              N/A   8.97384137e-05   6.71809842e-05
   1.25236440e+04              N/A              N/A   1.17205112e-04   4.57474416e-05
   1.25241440e+04              N/A              N/A   7.81395170e-05   7.32944758e-05
   1.25246440e+04              N/A              N/A   7.65859990e-05   3.35150689e-05
   1.25251440e+04              N/A              N/A   7.80521572e-05   4.20361885e-05
   1.25256440e+04              N/A              N/A   6.14070663e-05   7.37272661e-05
   1.25261440e+04              N/A              N/A   5.86656568e-05   1.10990574e-04
   1.25266440e+04              N/A              N/A   9.50173674e-05   7.11471846e-05
   1.25271440e+04              N/A              N/A   7.78493990e-05   4.58969609e-05
   1.25276440e+04              N/A              N/A   9.64204473e-05   4.86209258e-05
   1.25281440e+04              N/A              N/A   2.31575670e-04   5.74524793e-05
   1.25286440e+04              N/A              N/A  -1.24753911e-03   9.26857772e-05
   1.25291440e+04              N/A              N/A   7.24448572e-05   6.18707852e-05
   1.25296440e+04              N/A              N/A   8.68486797e-05   5.40500272e-05
   1.25301440e+04              N/A              N/A   8.51481066e-05   4.92053265e-05
   1.25306440e+04              N/A              N/A   1.70195698e-04   6.35022185e-05
   1.25311440e+04              N/A              N/A   5.06516040e-05   1.08542099e-04
   1.25316440e+04              N/A              N/A   9.57226264e-05   7.25338242e-05
   1.25321440e+04              N/A              N/A   6.28702091e-05   6.23851822e-05
   1.25326440e+04              N/A              N/A   1.66544008e-04   3.11342253e-05
   1.25331440e+04              N/A              N/A   1.71948928e-04   4.97345208e-05
   1.25336440e+04              N/A              N/A   6.90852779e-05   4.78321093e-05
   1.25341440e+04              N/A              N/A   8.72436094e-05   4.71566804e-05
   1.25346440e+04              N/A              N/A   8.06334004e-05   2.80706243e-04
   1.25351440e+04              N/A              N/A   1.64250558e-04   1.21860448e-04
   1.25356440e+04              N/A              N/A   7.95186739e-05   4.34149588e-05
   1.25361440e+04              N/A              N/A   4.84921428e-04   8.07978833e-05
   1.25366440e+04              N/A              N/A   1.16535517e-04   6.39495947e-05
   1.25371440e+04              N/A              N/A   5.47169309e-05   5.95744214e-05
   1.25376440e+04              N/A              N/A   7.25385149e-05   5.20803729e-05
   1.25381440e+04              N/A              N/A   5.74696761e-05   6.13711970e-05
   1.25386440e+04              N/A              N/A   1.83335821e-04   2.94978043e-05
   1.25391440e+04              N/A              N/A   9.18836699e-05   8.12131748e-05
   1.25396440e+04              N/A              N/A   9.38391387e-05   1.24733162e-04
   1.25401440e+04              N/A              N/A   8.15468653e-05   6.56787179e-05
   1.25406440e+04              N/A              N/A   7.82789253e-05   5.33329963e-05
   1.25411440e+04              N/A              N/A   1.23414299e-04   4.93531756e-05
   1.25416440e+04              N/A              N/A   9.55707772e-05   6.68583677e-05
   1.25421440e+04              N/A              N/A   6.75536380e-05   9.37237205e-05
   1.25426440e+04              N/A              N/A   1.29509754e-04   5.60548525e-05
   1.25431440e+04              N/A              N/A   1.27427110e-04   7.67283174e-05
   1.25436440e+04              N/A              N/A   7.25953385e-05   1.07265796e-04
   1.25441440e+04              N/A              N/A   6.39940391e-05   6.33830073e-05
   1.25446440e+04              N/A              N/A   6.96911122e-05   6.29221072e-04
   1.25451440e+04              N/A              N/A   2.32892079e-04   9.96846034e-05
   1.25456440e+04              N/A              N/A   8.91710044e-05   6.26168163e-05
   1.25461440e+04              N/A              N/A   7.88059809e-05   4.02376665e-05
   1.25466440e+04              N/A              N/A   1.28654400e-04   5.20722062e-05
   1.25471440e+04              N/A              N/A   3.34000542e-04   1.26064784e-04
   1.25476440e+04              N/A              N/A   7.33814255e-05   6.21951664e-05
   1.25481440e+04              N/A              N/A   9.18269596e-05   5.19412429e-05
   1.25486440e+04              N/A              N/A   7.51227330e-05   5.70389584e-05
   1.25491440e+04              N/A              N/A   6.10036688e-05   5.17874317e-05
   1.25496440e+04              N/A              N/A   1.06988945e-04   5.95947455e-05
   1.25501440e+04              N/A              N/A   1.14652845e-04   5.81854883e-05
   1.25506440e+04              N/A              N/A   4.29745152e-05   3.90010663e-05
   1.25511440e+04              N/A              N/A   9.17699292e-05   6.34102606e-05
   1.25516440e+04              N/A              N/A   5.69633245e-05   9.09762327e-05
   1.25521440e+04              N/A              N/A   7.05339299e-05   3.61440486e-05
   1.25526440e+04              N/A              N/A   3.35650498e-04   3.96972935e-05
   1.25531440e+04              N/A              N/A   4.99947637e-05   4.12453176e-05
   1.25536440e+04              N/A              N/A   1.08850853e-04   2.48170923e-04
   1.25541440e+04              N/A              N/A   1.80777248e-04   1.01485694e-04
   1.25546440e+04              N/A              N/A   2.31979550e-04   4.26693857e-05
   1.25551440e+04              N/A              N/A   1.30401603e-04   6.61429742e-05
   1.25556440e+04              N/A              N/A   7.60177243e-05   8.69038422e-05
   1.25561440e+04              N/A              N/A   5.83567593e-05   4.87537751e-05
   1.25566440e+04              N/A              N/A   3.70150649e-04   5.37944552e-05
   1.25571440e+04              N/A              N/A   8.29005363e-05   5.71741424e-05
   1.25576440e+04              N/A              N/A   7.82609581e-05   8.84258826e-05
   1.25581440e+04              N/A              N/A   8.24490621e-05   2.90251126e-04
   1.25586440e+04              N/A              N/A   1.39156888e-04   3.85866553e-05
   1.25591440e+04              N/A              N/A   1.13481376e-04   4.06851527e-05
   1.25596440e+04              N/A              N/A   6.53318735e-05   1.38368979e-04
   1.25601440e+04              N/A              N/A   6.58450321e-05   8.19364033e-05
   1.25606440e+04              N/A              N/A   9.05077560e-05   7.93288084e-05
   1.25611440e+04              N/A              N/A   5.31535950e-05   9.17210355e-05
   1.25616440e+04              N/A              N/A   1.48420422e-04   5.40217333e-05
   1.25621440e+04              N/A              N/A   2.21488047e-04   3.70850753e-05
   1.25626440e+04              N/A              N/A   5.84461487e-05   1.67306823e-04
   1.25631440e+04              N/A              N/A   8.81126588e-05   2.68877688e-05
   1.25636440e+04              N/A              N/A   4.65956781e-05   4.23290603e-05
   1.25641440e+04              N/A              N/A   2.32788659e-04   6.31438969e-05
   1.25646440e+04              N/A              N/A   5.81688056e-05   1.24183021e-04
   1.25651440e+04              N/A              N/A   1.87897338e-04   1.22099440e-04
   1.25656450e+04              N/A              N/A   1.12464547e-04   3.29147622e-05
   1.25661450e+04              N/A              N/A   1.06641552e-04   4.27774231e-05
   1.25666450e+04              N/A              N/A   9.74933045e-05   4.17755445e-05
   1.25671450e+04              N/A              N/A   1.32466824e-04   1.99142676e-04
   1.25676450e+04              N/A              N/A   1.15427772e-04   3.74058254e-05
   1.25681450e+04              N/A              N/A   5.50445092e-05   4.10826297e-05
   1.25686450e+04              N/A              N/A   8.83990550e-05   1.23627331e-04
   1.25691450e+04              N/A              N/A   6.65018401e-05   6.44527829e-05
   1.25696450e+04              N/A              N/A   1.00619995e-04   4.88276698e-05
   1.25701450e+04              N/A              N/A   7.82811539e-05   4.94939946e-05
   1.25706450e+04              N/A              N/A   8.37719720e-05   5.07910674e-05
   1.25711450e+04              N/A              N/A   1.10174908e-04   4.30307371e-05
   1.25716450e+04              N/A              N/A   8.76520422e-05   1.04057346e-04
   1.25721450e+04              N/A              N/A   1.34446589e-04   6.16164847e-05
   1.25726450e+04              N/A              N/A   5.63095905e-05   8.96003642e-05
   1.25731450e+04              N/A              N/A   9.08617895e-05   4.21420865e-05
   1.25736450e+04              N/A              N/A   4.85991940e-05   7.23413695e-05
   1.25741450e+04              N/A              N/A   5.16013172e-05   9.32572417e-05
   1.25746450e+04              N/A              N/A   1.87614374e-04   1.19720227e-04
   1.25751450e+04              N/A              N/A   9.42519391e-05   4.99761928e-05
   1.25756450e+04              N/A              N/A   8.58407100e-05   5.29385033e-04
   1.25761450e+04              N/A              N/A   1.26720888e-04   1.05436184e-04
   1.25766450e+04              N/A              N/A   7.21587717e-05   5.71121098e-05
   1.25771450e+04              N/A              N/A   1.23730247e-04   8.93935250e-05
   1.25776450e+04              N/A              N/A   8.60668728e-05   1.13144170e-04
   1.25781450e+04              N/A              N/A   9.09114285e-05   6.76234543e-05
   1.25786450e+04              N/A              N/A   4.26508708e-05   3.56454426e-05
   1.25791450e+04              N/A              N/A   9.07832808e-05   7.83328357e-05
   1.25796450e+04              N/A              N/A   7.14989958e-05   3.77361839e-05
   1.25801450e+04              N/A              N/A   6.20927956e-05   4.61180691e-05
   1.25806450e+04              N/A              N/A   6.32357627e-05   6.30770252e-05
   1.25811450e+04              N/A              N/A   8.77909200e-05   7.23221150e-05
   1.25816450e+04              N/A              N/A   6.54942160e-05   6.35947632e-05
   1.25821450e+04              N/A              N/A   4.94923646e-05   6.80746283e-05
   1.25826450e+04              N/A              N/A   7.96916953e-05   4.66724795e-05
   1.25831450e+04              N/A              N/A   6.34957454e-05   6.43106980e-05
   1.25836450e+04              N/A              N/A   8.52857144e-05   6.93246946e-05
   1.25841450e+04              N/A              N/A   6.63299405e-05   4.83472666e-05
   1.25846450e+04              N/A              N/A   1.01249272e-04   5.36457270e-05
   1.25851450e+04              N/A              N/A   8.60946565e-05   3.81400310e-05
   1.25856450e+04              N/A              N/A   8.22579808e-05   5.44597466e-05
   1.25861450e+04              N/A              N/A   1.01923702e-04   2.66080126e-05
   1.25866450e+04              N/A              N/A   4.94220257e-05   6.94541507e-05
   1.25871450e+04              N/A              N/A   4.22175181e-05   9.39569833e-05
   1.25876450e+04              N/A              N/A   9.04039333e-05   5.95075937e-05
