Solar Doppler Velocity [m/s]:   298.33                # Note: Positive means FOV moving TOWARDS the sun.
Solar Intensity Units are: ph/s/m^2/um    
Distance to Sun in AU:    1.00721
S = Solar Rest Frame.  E = earth-centered rest frame.
        Wavenumber_E        Wavenumber_S   Wavelength_S [um]       Transmittance           Intensity
          6288.00000          6287.99374        1.5903323714        0.9436821245        0.198322E+22
          6287.99000          6287.98374        1.5903349006        0.9400296999        0.197554E+22
          6287.98000          6287.97374        1.5903374297        0.9351687065        0.196532E+22
          6287.97000          6287.96374        1.5903399589        0.9287289613        0.195178E+22
          6287.96000          6287.95374        1.5903424881        0.9204385787        0.193436E+22
          6287.95000          6287.94374        1.5903450173        0.9101874100        0.191281E+22
          6287.94000          6287.93374        1.5903475465        0.8981132770        0.188743E+22
          6287.93000          6287.92374        1.5903500757        0.8847118126        0.185926E+22
          6287.92000          6287.91374        1.5903526049        0.8709247249        0.183028E+22
          6287.91000          6287.90374        1.5903551341        0.8581141535        0.180335E+22
          6287.90000          6287.89374        1.5903576634        0.8478432659        0.178176E+22
          6287.89000          6287.88374        1.5903601926        0.8414924327        0.176841E+22
          6287.88000          6287.87374        1.5903627218        0.8398772056        0.176501E+22
          6287.87000          6287.86374        1.5903652511        0.8430463752        0.177167E+22
          6287.86000          6287.85374        1.5903677804        0.8502682140        0.178684E+22
          6287.85000          6287.84374        1.5903703096        0.8601873205        0.180768E+22
          6287.84000          6287.83374        1.5903728389        0.8711824222        0.183078E+22
          6287.83000          6287.82374        1.5903753682        0.8817729850        0.185303E+22
          6287.82000          6287.81374        1.5903778975        0.8908881734        0.187218E+22
          6287.81000          6287.80374        1.5903804268        0.8979325055        0.188698E+22
          6287.80000          6287.79374        1.5903829561        0.9027101888        0.189702E+22
          6287.79000          6287.78374        1.5903854854        0.9053077002        0.190247E+22
          6287.78000          6287.77374        1.5903880148        0.9059985904        0.190392E+22
          6287.77000          6287.76374        1.5903905441        0.9051857871        0.190220E+22
          6287.76000          6287.75374        1.5903930734        0.9033675864        0.189838E+22
          6287.75000          6287.74374        1.5903956028        0.9011062537        0.189362E+22
          6287.74000          6287.73374        1.5903981321        0.8989848109        0.188916E+22
          6287.73000          6287.72374        1.5904006615        0.8975502947        0.188614E+22
          6287.72000          6287.71374        1.5904031909        0.8972534324        0.188551E+22
          6287.71000          6287.70374        1.5904057203        0.8984002991        0.188791E+22
          6287.70000          6287.69374        1.5904082497        0.9011274435        0.189364E+22
          6287.69000          6287.68374        1.5904107791        0.9053986875        0.190261E+22
          6287.68000          6287.67374        1.5904133085        0.9110143543        0.191441E+22
          6287.67000          6287.66374        1.5904158379        0.9176438666        0.192833E+22
          6287.66000          6287.65374        1.5904183673        0.9248811104        0.194353E+22
          6287.65000          6287.64374        1.5904208967        0.9323099680        0.195914E+22
          6287.64000          6287.63374        1.5904234262        0.9395624913        0.197438E+22
          6287.63000          6287.62374        1.5904259556        0.9463566246        0.198865E+22
          6287.62000          6287.61374        1.5904284851        0.9525090046        0.200157E+22
          6287.61000          6287.60374        1.5904310145        0.9579270379        0.201295E+22
          6287.60000          6287.59374        1.5904335440        0.9625890315        0.202274E+22
          6287.59000          6287.58374        1.5904360735        0.9665210788        0.203100E+22
          6287.58000          6287.57374        1.5904386030        0.9697765851        0.203783E+22
          6287.57000          6287.56374        1.5904411325        0.9724210386        0.204338E+22
          6287.56000          6287.55374        1.5904436620        0.9745222495        0.204779E+22
          6287.55000          6287.54374        1.5904461915        0.9761450634        0.205120E+22
          6287.54000          6287.53374        1.5904487210        0.9773492192        0.205372E+22
          6287.53000          6287.52374        1.5904512506        0.9781891444        0.205548E+22
          6287.52000          6287.51374        1.5904537801        0.9787147719        0.205658E+22
          6287.51000          6287.50374        1.5904563096        0.9789727480        0.205712E+22
          6287.50000          6287.49374        1.5904588392        0.9790076328        0.205719E+22
          6287.49000          6287.48374        1.5904613687        0.9788628559        0.205688E+22
          6287.48000          6287.47374        1.5904638983        0.9785813037        0.205628E+22
          6287.47000          6287.46374        1.5904664279        0.9782054910        0.205548E+22
          6287.46000          6287.45374        1.5904689575        0.9777773229        0.205458E+22
          6287.45000          6287.44374        1.5904714871        0.9773374945        0.205365E+22
          6287.44000          6287.43374        1.5904740167        0.9769246054        0.205278E+22
          6287.43000          6287.42374        1.5904765463        0.9765741242        0.205203E+22
          6287.42000          6287.41374        1.5904790759        0.9763170509        0.205149E+22
          6287.41000          6287.40374        1.5904816055        0.9761791718        0.205119E+22
          6287.40000          6287.39374        1.5904841352        0.9761797437        0.205119E+22
          6287.39000          6287.38374        1.5904866648        0.9763309310        0.205150E+22
          6287.38000          6287.37374        1.5904891944        0.9766373691        0.205214E+22
          6287.37000          6287.36374        1.5904917241        0.9770961205        0.205310E+22
          6287.36000          6287.35374        1.5904942538        0.9776969835        0.205436E+22
          6287.35000          6287.34374        1.5904967834        0.9784231394        0.205588E+22
          6287.34000          6287.33374        1.5904993131        0.9792522110        0.205761E+22
          6287.33000          6287.32374        1.5905018428        0.9801573814        0.205951E+22
          6287.32000          6287.31374        1.5905043725        0.9811087895        0.206150E+22
          6287.31000          6287.30374        1.5905069022        0.9820749056        0.206353E+22
          6287.30000          6287.29374        1.5905094319        0.9830238505        0.206551E+22
          6287.29000          6287.28374        1.5905119617        0.9839245519        0.206740E+22
          6287.28000          6287.27374        1.5905144914        0.9847476545        0.206913E+22
          6287.27000          6287.26374        1.5905170211        0.9854661231        0.207063E+22
          6287.26000          6287.25374        1.5905195509        0.9860554964        0.207186E+22
          6287.25000          6287.24374        1.5905220806        0.9864937708        0.207278E+22
          6287.24000          6287.23374        1.5905246104        0.9867609123        0.207333E+22
          6287.23000          6287.22374        1.5905271402        0.9868380010        0.207349E+22
          6287.22000          6287.21374        1.5905296699        0.9867060180        0.207321E+22
          6287.21000          6287.20374        1.5905321997        0.9863442723        0.207244E+22
          6287.20000          6287.19374        1.5905347295        0.9857284485        0.207114E+22
          6287.19000          6287.18374        1.5905372593        0.9848282245        0.206924E+22
          6287.18000          6287.17374        1.5905397891        0.9836043691        0.206667E+22
          6287.17000          6287.16374        1.5905423189        0.9820051884        0.206330E+22
          6287.16000          6287.15374        1.5905448488        0.9799621512        0.205900E+22
          6287.15000          6287.14374        1.5905473786        0.9773845192        0.205358E+22
          6287.14000          6287.13374        1.5905499084        0.9741528764        0.204679E+22
          6287.13000          6287.12374        1.5905524383        0.9701117019        0.203829E+22
          6287.12000          6287.11374        1.5905549682        0.9650617211        0.202767E+22
          6287.11000          6287.10374        1.5905574980        0.9587539985        0.201442E+22
          6287.10000          6287.09374        1.5905600279        0.9508899617        0.199789E+22
          6287.09000          6287.08374        1.5905625578        0.9411350559        0.197739E+22
          6287.08000          6287.07374        1.5905650877        0.9291580404        0.195222E+22
          6287.07000          6287.06374        1.5905676176        0.9147106294        0.192186E+22
          6287.06000          6287.05374        1.5905701475        0.8977572901        0.188623E+22
          6287.05000          6287.04374        1.5905726774        0.8786441008        0.184607E+22
          6287.04000          6287.03374        1.5905752073        0.8582557023        0.180323E+22
          6287.03000          6287.02374        1.5905777372        0.8380686797        0.176081E+22
          6287.02000          6287.01374        1.5905802672        0.8200118057        0.172287E+22
          6287.01000          6287.00374        1.5905827971        0.8061219060        0.169368E+22
          6287.00000          6286.99374        1.5905853271        0.7981029025        0.167683E+22
          6286.99000          6286.98374        1.5905878570        0.7969618663        0.167442E+22
          6286.98000          6286.97374        1.5905903870        0.8028377421        0.168676E+22
          6286.97000          6286.96374        1.5905929170        0.8149855539        0.171228E+22
          6286.96000          6286.95374        1.5905954470        0.8318873726        0.174779E+22
          6286.95000          6286.94374        1.5905979770        0.8515628798        0.178912E+22
          6286.94000          6286.93374        1.5906005070        0.8720047837        0.183207E+22
          6286.93000          6286.92374        1.5906030370        0.8915697910        0.187317E+22
          6286.92000          6286.91374        1.5906055670        0.9091866514        0.191017E+22
          6286.91000          6286.90374        1.5906080970        0.9243556771        0.194204E+22
          6286.90000          6286.89374        1.5906106271        0.9370131273        0.196863E+22
          6286.89000          6286.88374        1.5906131571        0.9473584125        0.199036E+22
          6286.88000          6286.87374        1.5906156872        0.9557093914        0.200789E+22
          6286.87000          6286.86374        1.5906182172        0.9624075681        0.202196E+22
          6286.86000          6286.85374        1.5906207473        0.9677678046        0.203322E+22
          6286.85000          6286.84374        1.5906232774        0.9720581627        0.204223E+22
          6286.84000          6286.83374        1.5906258075        0.9754966254        0.204944E+22
          6286.83000          6286.82374        1.5906283376        0.9782556575        0.205524E+22
          6286.82000          6286.81374        1.5906308677        0.9804694364        0.205988E+22
          6286.81000          6286.80374        1.5906333978        0.9822412033        0.206360E+22
          6286.80000          6286.79374        1.5906359279        0.9836496916        0.206655E+22
          6286.79000          6286.78374        1.5906384580        0.9847543799        0.206887E+22
          6286.78000          6286.77374        1.5906409881        0.9855997237        0.207064E+22
          6286.77000          6286.76374        1.5906435183        0.9862188335        0.207193E+22
          6286.76000          6286.75374        1.5906460484        0.9866375262        0.207281E+22
          6286.75000          6286.74374        1.5906485786        0.9868804898        0.207331E+22
          6286.74000          6286.73374        1.5906511087        0.9869820768        0.207352E+22
          6286.73000          6286.72374        1.5906536389        0.9870019253        0.207355E+22
          6286.72000          6286.71374        1.5906561691        0.9870334562        0.207362E+22
          6286.71000          6286.70374        1.5906586993        0.9871786919        0.207391E+22
          6286.70000          6286.69374        1.5906612295        0.9874897884        0.207456E+22
          6286.69000          6286.68374        1.5906637597        0.9879359265        0.207549E+22
          6286.68000          6286.67374        1.5906662899        0.9884312088        0.207653E+22
          6286.67000          6286.66374        1.5906688201        0.9888946270        0.207750E+22
          6286.66000          6286.65374        1.5906713504        0.9892811755        0.207830E+22
          6286.65000          6286.64374        1.5906738806        0.9895769520        0.207892E+22
          6286.64000          6286.63374        1.5906764108        0.9897849264        0.207935E+22
          6286.63000          6286.62374        1.5906789411        0.9899153216        0.207962E+22
          6286.62000          6286.61374        1.5906814713        0.9899811880        0.207975E+22
          6286.61000          6286.60374        1.5906840016        0.9899967320        0.207978E+22
          6286.60000          6286.59374        1.5906865319        0.9899766511        0.207973E+22
          6286.59000          6286.58374        1.5906890622        0.9899356367        0.207964E+22
          6286.58000          6286.57374        1.5906915925        0.9898877553        0.207953E+22
          6286.57000          6286.56374        1.5906941228        0.9898456194        0.207944E+22
          6286.56000          6286.55374        1.5906966531        0.9898196639        0.207938E+22
          6286.55000          6286.54374        1.5906991834        0.9898173628        0.207937E+22
          6286.54000          6286.53374        1.5907017137        0.9898428420        0.207942E+22
          6286.53000          6286.52374        1.5907042441        0.9898967672        0.207952E+22
          6286.52000          6286.51374        1.5907067744        0.9899764141        0.207969E+22
          6286.51000          6286.50374        1.5907093047        0.9900758419        0.207989E+22
          6286.50000          6286.49374        1.5907118351        0.9901863698        0.208012E+22
          6286.49000          6286.48374        1.5907143655        0.9902974648        0.208034E+22
          6286.48000          6286.47374        1.5907168958        0.9903978160        0.208055E+22
          6286.47000          6286.46374        1.5907194262        0.9904765711        0.208071E+22
          6286.46000          6286.45374        1.5907219566        0.9905244874        0.208080E+22
          6286.45000          6286.44374        1.5907244870        0.9905348787        0.208082E+22
          6286.44000          6286.43374        1.5907270174        0.9905042570        0.208075E+22
          6286.43000          6286.42374        1.5907295478        0.9904326235        0.208059E+22
          6286.42000          6286.41374        1.5907320783        0.9903233980        0.208036E+22
          6286.41000          6286.40374        1.5907346087        0.9901829967        0.208006E+22
          6286.40000          6286.39374        1.5907371391        0.9900200892        0.207971E+22
          6286.39000          6286.38374        1.5907396696        0.9898445875        0.207934E+22
          6286.38000          6286.37374        1.5907422000        0.9896664665        0.207896E+22
          6286.37000          6286.36374        1.5907447305        0.9894944635        0.207859E+22
          6286.36000          6286.35374        1.5907472610        0.9893350240        0.207825E+22
          6286.35000          6286.34374        1.5907497914        0.9891912738        0.207794E+22
          6286.34000          6286.33374        1.5907523219        0.9890624790        0.207767E+22
          6286.33000          6286.32374        1.5907548524        0.9889438449        0.207741E+22
          6286.32000          6286.31374        1.5907573829        0.9888266000        0.207716E+22
          6286.31000          6286.30374        1.5907599134        0.9886983360        0.207688E+22
          6286.30000          6286.29374        1.5907624439        0.9885437498        0.207655E+22
          6286.29000          6286.28374        1.5907649745        0.9883459034        0.207613E+22
          6286.28000          6286.27374        1.5907675050        0.9880877128        0.207558E+22
          6286.27000          6286.26374        1.5907700356        0.9877536814        0.207488E+22
          6286.26000          6286.25374        1.5907725661        0.9873315468        0.207398E+22
          6286.25000          6286.24374        1.5907750967        0.9868136616        0.207289E+22
          6286.24000          6286.23374        1.5907776272        0.9861979125        0.207159E+22
          6286.23000          6286.22374        1.5907801578        0.9854880451        0.207010E+22
          6286.22000          6286.21374        1.5907826884        0.9846933288        0.206842E+22
          6286.21000          6286.20374        1.5907852190        0.9838275636        0.206660E+22
          6286.20000          6286.19374        1.5907877496        0.9829074990        0.206466E+22
          6286.19000          6286.18374        1.5907902802        0.9819507867        0.206264E+22
          6286.18000          6286.17374        1.5907928108        0.9809736554        0.206058E+22
          6286.17000          6286.16374        1.5907953414        0.9799883899        0.205851E+22
          6286.16000          6286.15374        1.5907978721        0.9790011755        0.205643E+22
          6286.15000          6286.14374        1.5908004027        0.9780099227        0.205434E+22
          6286.14000          6286.13374        1.5908029333        0.9770027930        0.205222E+22
          6286.13000          6286.12374        1.5908054640        0.9759571763        0.205002E+22
          6286.12000          6286.11374        1.5908079947        0.9748392168        0.204767E+22
          6286.11000          6286.10374        1.5908105253        0.9736037436        0.204507E+22
          6286.10000          6286.09374        1.5908130560        0.9721946640        0.204210E+22
          6286.09000          6286.08374        1.5908155867        0.9705451910        0.203863E+22
          6286.08000          6286.07374        1.5908181174        0.9685780416        0.203449E+22
          6286.07000          6286.06374        1.5908206481        0.9662050760        0.202950E+22
          6286.06000          6286.05374        1.5908231788        0.9633262228        0.202345E+22
          6286.05000          6286.04374        1.5908257095        0.9598275178        0.201610E+22
          6286.04000          6286.03374        1.5908282403        0.9555782376        0.200716E+22
          6286.03000          6286.02374        1.5908307710        0.9504273231        0.199634E+22
          6286.02000          6286.01374        1.5908333017        0.9441996111        0.198325E+22
          6286.01000          6286.00374        1.5908358325        0.9366928830        0.196748E+22
          6286.00000          6285.99374        1.5908383633        0.9276774543        0.194854E+22
          6285.99000          6285.98374        1.5908408940        0.9169010018        0.192590E+22
          6285.98000          6285.97374        1.5908434248        0.9041024644        0.189901E+22
          6285.97000          6285.96374        1.5908459556        0.8890397802        0.186737E+22
          6285.96000          6285.95374        1.5908484864        0.8715360675        0.183060E+22
          6285.95000          6285.94374        1.5908510172        0.8515462015        0.178860E+22
          6285.94000          6285.93374        1.5908535480        0.8292390342        0.174175E+22
          6285.93000          6285.92374        1.5908560788        0.8050795698        0.169100E+22
          6285.92000          6285.91374        1.5908586096        0.7798835492        0.163807E+22
          6285.91000          6285.90374        1.5908611405        0.7548119969        0.158541E+22
          6285.90000          6285.89374        1.5908636713        0.7312841562        0.153598E+22
          6285.89000          6285.88374        1.5908662021        0.7108151228        0.149299E+22
          6285.88000          6285.87374        1.5908687330        0.6948167786        0.145938E+22
          6285.87000          6285.86374        1.5908712639        0.6844158010        0.143753E+22
          6285.86000          6285.85374        1.5908737947        0.6803347002        0.142895E+22
          6285.85000          6285.84374        1.5908763256        0.6828461781        0.143423E+22
          6285.84000          6285.83374        1.5908788565        0.6917758213        0.145298E+22
          6285.83000          6285.82374        1.5908813874        0.7064986392        0.148390E+22
          6285.82000          6285.81374        1.5908839183        0.7259692603        0.152479E+22
          6285.81000          6285.80374        1.5908864492        0.7488248584        0.157279E+22
          6285.80000          6285.79374        1.5908889801        0.7735560736        0.162473E+22
          6285.79000          6285.78374        1.5908915111        0.7987069296        0.167755E+22
          6285.78000          6285.77374        1.5908940420        0.8230496264        0.172867E+22
          6285.77000          6285.76374        1.5908965730        0.8456900345        0.177622E+22
          6285.76000          6285.75374        1.5908991039        0.8660900557        0.181906E+22
          6285.75000          6285.74374        1.5909016349        0.8840234321        0.185672E+22
          6285.74000          6285.73374        1.5909041658        0.8994966080        0.188921E+22
          6285.73000          6285.72374        1.5909066968        0.9126642212        0.191686E+22
          6285.72000          6285.71374        1.5909092278        0.9237577060        0.194016E+22
          6285.71000          6285.70374        1.5909117588        0.9330339312        0.195964E+22
          6285.70000          6285.69374        1.5909142898        0.9407431290        0.197582E+22
          6285.69000          6285.68374        1.5909168208        0.9471119844        0.198919E+22
          6285.68000          6285.67374        1.5909193518        0.9523372163        0.200016E+22
          6285.67000          6285.66374        1.5909218829        0.9565857641        0.200908E+22
          6285.66000          6285.65374        1.5909244139        0.9599987530        0.201624E+22
          6285.65000          6285.64374        1.5909269449        0.9626972803        0.202190E+22
          6285.64000          6285.63374        1.5909294760        0.9647886182        0.202629E+22
          6285.63000          6285.62374        1.5909320070        0.9663717307        0.202961E+22
          6285.62000          6285.61374        1.5909345381        0.9675412160        0.203206E+22
          6285.61000          6285.60374        1.5909370692        0.9683890450        0.203384E+22
          6285.60000          6285.59374        1.5909396003        0.9690038620        0.203512E+22
          6285.59000          6285.58374        1.5909421313        0.9694681082        0.203609E+22
          6285.58000          6285.57374        1.5909446624        0.9698537321        0.203690E+22
          6285.57000          6285.56374        1.5909471936        0.9702175714        0.203766E+22
          6285.56000          6285.55374        1.5909497247        0.9705975878        0.203845E+22
          6285.55000          6285.54375        1.5909522558        0.9710108045        0.203931E+22
          6285.54000          6285.53375        1.5909547869        0.9714532432        0.204023E+22
          6285.53000          6285.52375        1.5909573181        0.9719016982        0.204117E+22
          6285.52000          6285.51375        1.5909598492        0.9723176283        0.204204E+22
          6285.51000          6285.50375        1.5909623804        0.9726524462        0.204274E+22
          6285.50000          6285.49375        1.5909649115        0.9728534108        0.204315E+22
          6285.49000          6285.48375        1.5909674427        0.9728688891        0.204318E+22
          6285.48000          6285.47375        1.5909699739        0.9726521030        0.204272E+22
          6285.47000          6285.46375        1.5909725051        0.9721628378        0.204169E+22
          6285.46000          6285.45375        1.5909750363        0.9713670787        0.204001E+22
          6285.45000          6285.44375        1.5909775675        0.9702349428        0.203763E+22
          6285.44000          6285.43375        1.5909800987        0.9687374731        0.203448E+22
          6285.43000          6285.42375        1.5909826299        0.9668428597        0.203049E+22
          6285.42000          6285.41375        1.5909851611        0.9645124900        0.202559E+22
          6285.41000          6285.40375        1.5909876924        0.9616970074        0.201967E+22
          6285.40000          6285.39375        1.5909902236        0.9583323482        0.201260E+22
          6285.39000          6285.38375        1.5909927548        0.9543355819        0.200420E+22
          6285.38000          6285.37375        1.5909952861        0.9496003185        0.199425E+22
          6285.37000          6285.36375        1.5909978174        0.9439914833        0.198247E+22
          6285.36000          6285.35375        1.5910003487        0.9373394141        0.196849E+22
          6285.35000          6285.34375        1.5910028799        0.9294335818        0.195188E+22
          6285.34000          6285.33375        1.5910054112        0.9200168988        0.193210E+22
          6285.33000          6285.32375        1.5910079425        0.9087827686        0.190851E+22
          6285.32000          6285.31375        1.5910104738        0.8953790163        0.188035E+22
          6285.31000          6285.30375        1.5910130051        0.8794257776        0.184684E+22
          6285.30000          6285.29375        1.5910155365        0.8605579656        0.180722E+22
          6285.29000          6285.28375        1.5910180678        0.8385053065        0.176090E+22
          6285.28000          6285.27375        1.5910205991        0.8132197939        0.170779E+22
          6285.27000          6285.26375        1.5910231305        0.7850450210        0.164862E+22
          6285.26000          6285.25375        1.5910256618        0.7548888510        0.158529E+22
          6285.25000          6285.24375        1.5910281932        0.7243206382        0.152109E+22
          6285.24000          6285.23375        1.5910307246        0.6954979011        0.146056E+22
          6285.23000          6285.22375        1.5910332560        0.6708779052        0.140885E+22
          6285.22000          6285.21375        1.5910357874        0.6527813364        0.137084E+22
          6285.21000          6285.20375        1.5910383188        0.6429687237        0.135023E+22
          6285.20000          6285.19375        1.5910408502        0.6423807712        0.134900E+22
          6285.19000          6285.18375        1.5910433816        0.6510757247        0.136725E+22
          6285.18000          6285.17375        1.5910459130        0.6682307696        0.140327E+22
          6285.17000          6285.16375        1.5910484444        0.6921804424        0.145356E+22
          6285.16000          6285.15375        1.5910509759        0.7206596666        0.151337E+22
          6285.15000          6285.14375        1.5910535073        0.7512022081        0.157750E+22
          6285.14000          6285.13375        1.5910560388        0.7815909051        0.164131E+22
          6285.13000          6285.12375        1.5910585702        0.8101709537        0.170132E+22
          6285.12000          6285.11375        1.5910611017        0.8359509019        0.175545E+22
          6285.11000          6285.10375        1.5910636332        0.8585227824        0.180285E+22
          6285.10000          6285.09375        1.5910661646        0.8778940440        0.184352E+22
          6285.09000          6285.08375        1.5910686961        0.8943148414        0.187800E+22
          6285.08000          6285.07375        1.5910712276        0.9081443222        0.190704E+22
          6285.07000          6285.06375        1.5910737591        0.9197648486        0.193143E+22
          6285.06000          6285.05375        1.5910762907        0.9295354662        0.195195E+22
          6285.05000          6285.04375        1.5910788222        0.9377716066        0.196924E+22
          6285.04000          6285.03375        1.5910813537        0.9447399739        0.198386E+22
          6285.03000          6285.02375        1.5910838853        0.9506610861        0.199629E+22
          6285.02000          6285.01375        1.5910864168        0.9557149934        0.200690E+22
          6285.01000          6285.00375        1.5910889484        0.9600477832        0.201599E+22
          6285.00000          6284.99375        1.5910914799        0.9637777367        0.202382E+22
          6284.99000          6284.98375        1.5910940115        0.9670006936        0.203058E+22
          6284.98000          6284.97375        1.5910965431        0.9697945266        0.203644E+22
          6284.97000          6284.96375        1.5910990747        0.9722227846        0.204154E+22
          6284.96000          6284.95375        1.5911016063        0.9743376222        0.204597E+22
          6284.95000          6284.94375        1.5911041379        0.9761821379        0.204984E+22
          6284.94000          6284.93375        1.5911066695        0.9777922386        0.205321E+22
          6284.93000          6284.92375        1.5911092011        0.9791981236        0.205616E+22
          6284.92000          6284.91375        1.5911117327        0.9804254669        0.205873E+22
          6284.91000          6284.90375        1.5911142644        0.9814963570        0.206098E+22
          6284.90000          6284.89375        1.5911167960        0.9824300410        0.206293E+22
          6284.89000          6284.88375        1.5911193277        0.9832435081        0.206463E+22
          6284.88000          6284.87375        1.5911218594        0.9839519400        0.206612E+22
          6284.87000          6284.86375        1.5911243910        0.9845690498        0.206741E+22
          6284.86000          6284.85375        1.5911269227        0.9851073271        0.206853E+22
          6284.85000          6284.84375        1.5911294544        0.9855782037        0.206951E+22
          6284.84000          6284.83375        1.5911319861        0.9859921554        0.207038E+22
          6284.83000          6284.82375        1.5911345178        0.9863587504        0.207114E+22
          6284.82000          6284.81375        1.5911370495        0.9866866593        0.207182E+22
          6284.81000          6284.80375        1.5911395812        0.9869836410        0.207244E+22
          6284.80000          6284.79375        1.5911421129        0.9872564903        0.207301E+22
          6284.79000          6284.78375        1.5911446447        0.9875110360        0.207354E+22
          6284.78000          6284.77375        1.5911471764        0.9877520728        0.207404E+22
          6284.77000          6284.76375        1.5911497082        0.9879833561        0.207452E+22
          6284.76000          6284.75375        1.5911522399        0.9882075970        0.207498E+22
          6284.75000          6284.74375        1.5911547717        0.9884264824        0.207544E+22
          6284.74000          6284.73375        1.5911573035        0.9886407152        0.207588E+22
          6284.73000          6284.72375        1.5911598353        0.9888500792        0.207632E+22
          6284.72000          6284.71375        1.5911623670        0.9890535164        0.207674E+22
          6284.71000          6284.70375        1.5911648988        0.9892492560        0.207714E+22
          6284.70000          6284.69375        1.5911674306        0.9894349132        0.207753E+22
          6284.69000          6284.68375        1.5911699625        0.9896076311        0.207789E+22
          6284.68000          6284.67375        1.5911724943        0.9897642093        0.207821E+22
          6284.67000          6284.66375        1.5911750261        0.9899012281        0.207849E+22
          6284.66000          6284.65375        1.5911775580        0.9900151579        0.207872E+22
          6284.65000          6284.64375        1.5911800898        0.9901024472        0.207890E+22
          6284.64000          6284.63375        1.5911826217        0.9901595842        0.207902E+22
          6284.63000          6284.62375        1.5911851535        0.9901831249        0.207906E+22
          6284.62000          6284.61375        1.5911876854        0.9901696856        0.207903E+22
          6284.61000          6284.60375        1.5911902173        0.9901158943        0.207891E+22
          6284.60000          6284.59375        1.5911927492        0.9900182964        0.207870E+22
          6284.59000          6284.58375        1.5911952811        0.9898732086        0.207839E+22
          6284.58000          6284.57375        1.5911978130        0.9896765081        0.207797E+22
          6284.57000          6284.56375        1.5912003449        0.9894233405        0.207743E+22
          6284.56000          6284.55375        1.5912028768        0.9891077225        0.207676E+22
          6284.55000          6284.54375        1.5912054087        0.9887220262        0.207595E+22
          6284.54000          6284.53375        1.5912079407        0.9882564240        0.207496E+22
          6284.53000          6284.52375        1.5912104726        0.9876988327        0.207379E+22
          6284.52000          6284.51375        1.5912130046        0.9870378635        0.207239E+22
          6284.51000          6284.50375        1.5912155365        0.9862788048        0.207079E+22
          6284.50000          6284.49375        1.5912180685        0.9855023138        0.206916E+22
          6284.49000          6284.48375        1.5912206005        0.9849778855        0.206805E+22
          6284.48000          6284.47375        1.5912231324        0.9850723007        0.206824E+22
          6284.47000          6284.46375        1.5912256644        0.9857665350        0.206970E+22
          6284.46000          6284.45375        1.5912281964        0.9866872301        0.207162E+22
          6284.45000          6284.44375        1.5912307284        0.9875822823        0.207350E+22
          6284.44000          6284.43375        1.5912332605        0.9883806751        0.207517E+22
          6284.43000          6284.42375        1.5912357925        0.9890792861        0.207663E+22
          6284.42000          6284.41375        1.5912383245        0.9896884654        0.207790E+22
          6284.41000          6284.40375        1.5912408566        0.9902172505        0.207901E+22
          6284.40000          6284.39375        1.5912433886        0.9906702372        0.207995E+22
          6284.39000          6284.38375        1.5912459207        0.9910470194        0.208074E+22
