Solar Doppler Velocity [m/s]:   298.33                # Note: Positive means FOV moving TOWARDS the sun.
Solar Intensity Units are: ph/s/m^2/um    
Distance to Sun in AU:    1.00721
S = Solar Rest Frame.  E = earth-centered rest frame.
        Wavenumber_E        Wavenumber_S   Wavelength_S [um]       Transmittance           Intensity
          4867.29000          4867.28516        2.0545334162        0.9988414926        0.114255E+22
          4867.28000          4867.27516        2.0545376373        0.9983185419        0.114194E+22
          4867.27000          4867.26516        2.0545418585        0.9977608101        0.114130E+22
          4867.26000          4867.25516        2.0545460796        0.9972888380        0.114075E+22
          4867.25000          4867.24516        2.0545503008        0.9970285308        0.114045E+22
          4867.24000          4867.23516        2.0545545219        0.9970574149        0.114047E+22
          4867.23000          4867.22516        2.0545587431        0.9973681766        0.114082E+22
          4867.22000          4867.21516        2.0545629644        0.9978722725        0.114139E+22
          4867.21000          4867.20516        2.0545671856        0.9984413684        0.114204E+22
          4867.20000          4867.19516        2.0545714068        0.9989607829        0.114262E+22
          4867.19000          4867.18516        2.0545756281        0.9993644962        0.114308E+22
          4867.18000          4867.17516        2.0545798494        0.9996390801        0.114339E+22
          4867.17000          4867.16516        2.0545840707        0.9998056182        0.114357E+22
          4867.16000          4867.15516        2.0545882920        0.9998971387        0.114367E+22
          4867.15000          4867.14516        2.0545925134        0.9999434080        0.114372E+22
          4867.14000          4867.13516        2.0545967347        0.9999652611        0.114373E+22
          4867.13000          4867.12516        2.0546009561        0.9999750548        0.114374E+22
          4867.12000          4867.11516        2.0546051775        0.9999792786        0.114374E+22
          4867.11000          4867.10516        2.0546093989        0.9999810405        0.114373E+22
          4867.10000          4867.09516        2.0546136203        0.9999817296        0.114373E+22
          4867.09000          4867.08516        2.0546178417        0.9999819370        0.114372E+22
          4867.08000          4867.07516        2.0546220632        0.9999819061        0.114371E+22
          4867.07000          4867.06516        2.0546262847        0.9999817365        0.114371E+22
          4867.06000          4867.05516        2.0546305062        0.9999814688        0.114370E+22
          4867.05000          4867.04516        2.0546347277        0.9999811202        0.114369E+22
          4867.04000          4867.03516        2.0546389492        0.9999806981        0.114369E+22
          4867.03000          4867.02516        2.0546431708        0.9999802057        0.114368E+22
          4867.02000          4867.01516        2.0546473923        0.9999796441        0.114367E+22
          4867.01000          4867.00516        2.0546516139        0.9999790131        0.114367E+22
          4867.00000          4866.99516        2.0546558355        0.9999783117        0.114366E+22
          4866.99000          4866.98516        2.0546600571        0.9999775382        0.114365E+22
          4866.98000          4866.97516        2.0546642788        0.9999766904        0.114364E+22
          4866.97000          4866.96516        2.0546685004        0.9999757652        0.114364E+22
          4866.96000          4866.95516        2.0546727221        0.9999747590        0.114363E+22
          4866.95000          4866.94516        2.0546769438        0.9999736675        0.114362E+22
          4866.94000          4866.93516        2.0546811655        0.9999724849        0.114361E+22
          4866.93000          4866.92516        2.0546853872        0.9999712007        0.114361E+22
          4866.92000          4866.91516        2.0546896089        0.9999697888        0.114360E+22
          4866.91000          4866.90516        2.0546938307        0.9999681659        0.114359E+22
          4866.90000          4866.89516        2.0546980524        0.9999660626        0.114358E+22
          4866.89000          4866.88516        2.0547022742        0.9999626609        0.114357E+22
          4866.88000          4866.87516        2.0547064960        0.9999557135        0.114356E+22
          4866.87000          4866.86516        2.0547107179        0.9999397229        0.114353E+22
          4866.86000          4866.85516        2.0547149397        0.9999028770        0.114348E+22
          4866.85000          4866.84516        2.0547191616        0.9998232506        0.114339E+22
          4866.84000          4866.83516        2.0547233834        0.9996666106        0.114320E+22
          4866.83000          4866.82516        2.0547276053        0.9993903397        0.114288E+22
          4866.82000          4866.81516        2.0547318272        0.9989581674        0.114238E+22
          4866.81000          4866.80516        2.0547360492        0.9983655221        0.114169E+22
          4866.80000          4866.79516        2.0547402711        0.9976653491        0.114089E+22
          4866.79000          4866.78516        2.0547444931        0.9969756490        0.114009E+22
          4866.78000          4866.77516        2.0547487150        0.9964532104        0.113949E+22
          4866.77000          4866.76516        2.0547529370        0.9962369577        0.113923E+22
          4866.76000          4866.75516        2.0547571591        0.9963879445        0.113940E+22
          4866.75000          4866.74516        2.0547613811        0.9968609932        0.113993E+22
          4866.74000          4866.73516        2.0547656031        0.9975257473        0.114069E+22
          4866.73000          4866.72516        2.0547698252        0.9982238940        0.114148E+22
          4866.72000          4866.71516        2.0547740473        0.9988286037        0.114216E+22
          4866.71000          4866.70516        2.0547782694        0.9992764197        0.114267E+22
          4866.70000          4866.69516        2.0547824915        0.9995642987        0.114299E+22
          4866.69000          4866.68516        2.0547867136        0.9997253085        0.114317E+22
          4866.68000          4866.67516        2.0547909358        0.9998022443        0.114325E+22
          4866.67000          4866.66516        2.0547951580        0.9998310114        0.114328E+22
          4866.66000          4866.65516        2.0547993801        0.9998352651        0.114328E+22
          4866.65000          4866.64516        2.0548036024        0.9998279860        0.114326E+22
          4866.64000          4866.63516        2.0548078246        0.9998152372        0.114324E+22
          4866.63000          4866.62516        2.0548120468        0.9997994061        0.114322E+22
          4866.62000          4866.61516        2.0548162691        0.9997812029        0.114319E+22
          4866.61000          4866.60516        2.0548204913        0.9997606510        0.114316E+22
          4866.60000          4866.59516        2.0548247136        0.9997374966        0.114313E+22
          4866.59000          4866.58516        2.0548289359        0.9997113488        0.114309E+22
          4866.58000          4866.57516        2.0548331583        0.9996817111        0.114305E+22
          4866.57000          4866.56516        2.0548373806        0.9996479735        0.114300E+22
          4866.56000          4866.55516        2.0548416030        0.9996093854        0.114295E+22
          4866.55000          4866.54516        2.0548458254        0.9995650155        0.114290E+22
          4866.54000          4866.53516        2.0548500478        0.9995136965        0.114283E+22
          4866.53000          4866.52516        2.0548542702        0.9994539468        0.114276E+22
          4866.52000          4866.51516        2.0548584926        0.9993838591        0.114267E+22
          4866.51000          4866.50516        2.0548627150        0.9993009389        0.114257E+22
          4866.50000          4866.49516        2.0548669375        0.9992018644        0.114245E+22
          4866.49000          4866.48516        2.0548711600        0.9990821236        0.114231E+22
          4866.48000          4866.47516        2.0548753825        0.9989354584        0.114213E+22
          4866.47000          4866.46516        2.0548796050        0.9987530245        0.114192E+22
          4866.46000          4866.45516        2.0548838275        0.9985222241        0.114165E+22
          4866.45000          4866.44516        2.0548880501        0.9982256129        0.114130E+22
          4866.44000          4866.43516        2.0548922727        0.9978424868        0.114086E+22
          4866.43000          4866.42516        2.0548964953        0.9973637732        0.114030E+22
          4866.42000          4866.41516        2.0549007179        0.9968455671        0.113970E+22
          4866.41000          4866.40516        2.0549049405        0.9964860555        0.113929E+22
          4866.40000          4866.39516        2.0549091631        0.9965208344        0.113932E+22
          4866.39000          4866.38516        2.0549133858        0.9969236564        0.113977E+22
          4866.38000          4866.37516        2.0549176084        0.9974446146        0.114036E+22
          4866.37000          4866.36516        2.0549218311        0.9979091917        0.114089E+22
          4866.36000          4866.35516        2.0549260538        0.9982773086        0.114130E+22
          4866.35000          4866.34516        2.0549302766        0.9985620834        0.114162E+22
          4866.34000          4866.33516        2.0549344993        0.9987841296        0.114187E+22
          4866.33000          4866.32516        2.0549387221        0.9989601006        0.114206E+22
          4866.32000          4866.31516        2.0549429449        0.9991019146        0.114222E+22
          4866.31000          4866.30516        2.0549471676        0.9992179373        0.114235E+22
          4866.30000          4866.29516        2.0549513905        0.9993141032        0.114245E+22
          4866.29000          4866.28516        2.0549556133        0.9993947053        0.114253E+22
          4866.28000          4866.27516        2.0549598361        0.9994629140        0.114261E+22
          4866.27000          4866.26516        2.0549640590        0.9995211172        0.114267E+22
          4866.26000          4866.25516        2.0549682819        0.9995711457        0.114272E+22
          4866.25000          4866.24516        2.0549725048        0.9996144248        0.114276E+22
          4866.24000          4866.23516        2.0549767277        0.9996520797        0.114280E+22
          4866.23000          4866.22516        2.0549809506        0.9996850096        0.114283E+22
          4866.22000          4866.21516        2.0549851736        0.9997139407        0.114285E+22
          4866.21000          4866.20516        2.0549893966        0.9997394651        0.114288E+22
          4866.20000          4866.19516        2.0549936195        0.9997620699        0.114290E+22
          4866.19000          4866.18516        2.0549978425        0.9997821588        0.114291E+22
          4866.18000          4866.17516        2.0550020656        0.9998000686        0.114293E+22
          4866.17000          4866.16516        2.0550062886        0.9998160822        0.114294E+22
          4866.16000          4866.15516        2.0550105117        0.9998304389        0.114295E+22
          4866.15000          4866.14516        2.0550147347        0.9998433415        0.114296E+22
          4866.14000          4866.13516        2.0550189578        0.9998549635        0.114296E+22
          4866.13000          4866.12516        2.0550231809        0.9998654534        0.114297E+22
          4866.12000          4866.11516        2.0550274040        0.9998749391        0.114297E+22
          4866.11000          4866.10516        2.0550316272        0.9998835312        0.114298E+22
          4866.10000          4866.09516        2.0550358504        0.9998913256        0.114298E+22
          4866.09000          4866.08516        2.0550400735        0.9998984058        0.114298E+22
          4866.08000          4866.07516        2.0550442967        0.9999048446        0.114298E+22
          4866.07000          4866.06516        2.0550485199        0.9999107058        0.114298E+22
          4866.06000          4866.05516        2.0550527432        0.9999160454        0.114298E+22
          4866.05000          4866.04516        2.0550569664        0.9999209126        0.114298E+22
          4866.04000          4866.03516        2.0550611897        0.9999253508        0.114298E+22
          4866.03000          4866.02516        2.0550654130        0.9999293983        0.114298E+22
          4866.02000          4866.01516        2.0550696363        0.9999330890        0.114298E+22
          4866.01000          4866.00516        2.0550738596        0.9999364529        0.114297E+22
          4866.00000          4865.99516        2.0550780829        0.9999395164        0.114297E+22
          4865.99000          4865.98516        2.0550823063        0.9999423033        0.114297E+22
          4865.98000          4865.97516        2.0550865296        0.9999448341        0.114296E+22
          4865.97000          4865.96516        2.0550907530        0.9999471271        0.114296E+22
          4865.96000          4865.95516        2.0550949764        0.9999491969        0.114296E+22
          4865.95000          4865.94516        2.0550991998        0.9999510534        0.114295E+22
          4865.94000          4865.93516        2.0551034233        0.9999526956        0.114295E+22
          4865.93000          4865.92516        2.0551076467        0.9999540972        0.114294E+22
          4865.92000          4865.91516        2.0551118702        0.9999551711        0.114294E+22
          4865.91000          4865.90516        2.0551160937        0.9999556932        0.114293E+22
          4865.90000          4865.89516        2.0551203172        0.9999551464        0.114292E+22
          4865.89000          4865.88516        2.0551245407        0.9999524348        0.114291E+22
          4865.88000          4865.87516        2.0551287643        0.9999454079        0.114290E+22
          4865.87000          4865.86516        2.0551329878        0.9999301612        0.114288E+22
          4865.86000          4865.85516        2.0551372114        0.9999001608        0.114283E+22
          4865.85000          4865.84516        2.0551414350        0.9998454009        0.114277E+22
          4865.84000          4865.83516        2.0551456586        0.9997520257        0.114265E+22
          4865.83000          4865.82516        2.0551498822        0.9996030456        0.114248E+22
          4865.82000          4865.81516        2.0551541059        0.9993807997        0.114222E+22
          4865.81000          4865.80516        2.0551583295        0.9990714781        0.114186E+22
          4865.80000          4865.79516        2.0551625532        0.9986712404        0.114139E+22
          4865.79000          4865.78516        2.0551667769        0.9981924171        0.114084E+22
          4865.78000          4865.77516        2.0551710006        0.9976674031        0.114023E+22
          4865.77000          4865.76516        2.0551752244        0.9971477657        0.113963E+22
          4865.76000          4865.75516        2.0551794481        0.9966971935        0.113911E+22
          4865.75000          4865.74516        2.0551836719        0.9963790621        0.113874E+22
          4865.74000          4865.73516        2.0551878957        0.9962417623        0.113858E+22
          4865.73000          4865.72516        2.0551921195        0.9963063809        0.113864E+22
          4865.72000          4865.71516        2.0551963433        0.9965609470        0.113893E+22
          4865.71000          4865.70516        2.0552005671        0.9969631834        0.113938E+22
          4865.70000          4865.69516        2.0552047910        0.9974509000        0.113993E+22
          4865.69000          4865.68516        2.0552090148        0.9979558713        0.114050E+22
          4865.68000          4865.67516        2.0552132387        0.9984168729        0.114102E+22
          4865.67000          4865.66516        2.0552174626        0.9987878135        0.114144E+22
          4865.66000          4865.65516        2.0552216866        0.9990394828        0.114172E+22
          4865.65000          4865.64516        2.0552259105        0.9991557962        0.114185E+22
          4865.64000          4865.63516        2.0552301345        0.9991271451        0.114181E+22
          4865.63000          4865.62516        2.0552343584        0.9989440502        0.114159E+22
          4865.62000          4865.61516        2.0552385824        0.9985939527        0.114119E+22
          4865.61000          4865.60516        2.0552428064        0.9980629900        0.114057E+22
          4865.60000          4865.59516        2.0552470305        0.9973431550        0.113975E+22
          4865.59000          4865.58516        2.0552512545        0.9964433152        0.113871E+22
          4865.58000          4865.57516        2.0552554786        0.9954003949        0.113751E+22
          4865.57000          4865.56516        2.0552597026        0.9942854360        0.113623E+22
          4865.56000          4865.55516        2.0552639267        0.9931995873        0.113498E+22
          4865.55000          4865.54516        2.0552681509        0.9922581559        0.113390E+22
          4865.54000          4865.53516        2.0552723750        0.9915657282        0.113310E+22
          4865.53000          4865.52516        2.0552765991        0.9911906813        0.113267E+22
          4865.52000          4865.51516        2.0552808233        0.9911475698        0.113261E+22
          4865.51000          4865.50516        2.0552850475        0.9913943387        0.113289E+22
          4865.50000          4865.49516        2.0552892717        0.9918447698        0.113340E+22
          4865.49000          4865.48516        2.0552934959        0.9923935561        0.113402E+22
          4865.48000          4865.47516        2.0552977201        0.9929457413        0.113464E+22
          4865.47000          4865.46516        2.0553019444        0.9934399519        0.113520E+22
          4865.46000          4865.45516        2.0553061687        0.9938577695        0.113567E+22
          4865.45000          4865.44516        2.0553103930        0.9942177925        0.113608E+22
          4865.44000          4865.43516        2.0553146173        0.9945590674        0.113646E+22
          4865.43000          4865.42516        2.0553188416        0.9949216969        0.113687E+22
          4865.42000          4865.41516        2.0553230659        0.9953315967        0.113733E+22
          4865.41000          4865.40516        2.0553272903        0.9957928860        0.113785E+22
          4865.40000          4865.39516        2.0553315147        0.9962884784        0.113841E+22
          4865.39000          4865.38516        2.0553357390        0.9967870202        0.113897E+22
          4865.38000          4865.37516        2.0553399635        0.9972525707        0.113950E+22
          4865.37000          4865.36516        2.0553441879        0.9976532796        0.113995E+22
          4865.36000          4865.35516        2.0553484123        0.9979666087        0.114030E+22
          4865.35000          4865.34516        2.0553526368        0.9981804163        0.114054E+22
          4865.34000          4865.33516        2.0553568613        0.9982907281        0.114066E+22
          4865.33000          4865.32516        2.0553610858        0.9982977590        0.114066E+22
          4865.32000          4865.31516        2.0553653103        0.9982018008        0.114055E+22
          4865.31000          4865.30516        2.0553695348        0.9980005060        0.114031E+22
          4865.30000          4865.29516        2.0553737594        0.9976897401        0.113995E+22
          4865.29000          4865.28516        2.0553779839        0.9972722737        0.113947E+22
          4865.28000          4865.27516        2.0553822085        0.9967800095        0.113890E+22
          4865.27000          4865.26516        2.0553864331        0.9963045919        0.113835E+22
          4865.26000          4865.25516        2.0553906577        0.9959960263        0.113799E+22
          4865.25000          4865.24516        2.0553948824        0.9959837392        0.113797E+22
          4865.24000          4865.23516        2.0553991070        0.9962784137        0.113830E+22
          4865.23000          4865.22516        2.0554033317        0.9967648077        0.113885E+22
          4865.22000          4865.21516        2.0554075564        0.9972934550        0.113944E+22
          4865.21000          4865.20516        2.0554117811        0.9977688445        0.113998E+22
          4865.20000          4865.19516        2.0554160058        0.9981597968        0.114042E+22
          4865.19000          4865.18516        2.0554202305        0.9984701741        0.114077E+22
          4865.18000          4865.17516        2.0554244553        0.9987148023        0.114104E+22
          4865.17000          4865.16516        2.0554286801        0.9989087403        0.114126E+22
          4865.16000          4865.15516        2.0554329049        0.9990642090        0.114143E+22
          4865.15000          4865.14516        2.0554371297        0.9991904134        0.114157E+22
          4865.14000          4865.13516        2.0554413545        0.9992941284        0.114168E+22
          4865.13000          4865.12516        2.0554455793        0.9993803343        0.114177E+22
          4865.12000          4865.11516        2.0554498042        0.9994527222        0.114185E+22
          4865.11000          4865.10516        2.0554540291        0.9995140621        0.114191E+22
          4865.10000          4865.09516        2.0554582540        0.9995664614        0.114196E+22
          4865.09000          4865.08516        2.0554624789        0.9996115453        0.114201E+22
          4865.08000          4865.07516        2.0554667038        0.9996505841        0.114205E+22
          4865.07000          4865.06516        2.0554709288        0.9996845821        0.114208E+22
          4865.06000          4865.05516        2.0554751537        0.9997143430        0.114211E+22
          4865.05000          4865.04516        2.0554793787        0.9997405160        0.114213E+22
          4865.04000          4865.03516        2.0554836037        0.9997636305        0.114215E+22
          4865.03000          4865.02516        2.0554878287        0.9997841223        0.114217E+22
          4865.02000          4865.01516        2.0554920538        0.9998023521        0.114218E+22
          4865.01000          4865.00516        2.0554962788        0.9998186215        0.114219E+22
          4865.00000          4864.99516        2.0555005039        0.9998331835        0.114220E+22
          4864.99000          4864.98516        2.0555047290        0.9998462520        0.114221E+22
          4864.98000          4864.97516        2.0555089541        0.9998580089        0.114222E+22
          4864.97000          4864.96516        2.0555131792        0.9998686093        0.114223E+22
          4864.96000          4864.95516        2.0555174043        0.9998781863        0.114223E+22
          4864.95000          4864.94516        2.0555216295        0.9998868546        0.114223E+22
          4864.94000          4864.93516        2.0555258547        0.9998947132        0.114224E+22
          4864.93000          4864.92516        2.0555300799        0.9999018481        0.114224E+22
          4864.92000          4864.91516        2.0555343051        0.9999083343        0.114224E+22
          4864.91000          4864.90516        2.0555385303        0.9999142371        0.114224E+22
          4864.90000          4864.89516        2.0555427555        0.9999196136        0.114224E+22
          4864.89000          4864.88516        2.0555469808        0.9999245141        0.114224E+22
          4864.88000          4864.87516        2.0555512061        0.9999289826        0.114224E+22
          4864.87000          4864.86516        2.0555554314        0.9999330579        0.114223E+22
          4864.86000          4864.85516        2.0555596567        0.9999367743        0.114223E+22
          4864.85000          4864.84516        2.0555638820        0.9999401620        0.114223E+22
          4864.84000          4864.83516        2.0555681074        0.9999432475        0.114223E+22
          4864.83000          4864.82516        2.0555723327        0.9999460545        0.114222E+22
          4864.82000          4864.81516        2.0555765581        0.9999486035        0.114222E+22
          4864.81000          4864.80516        2.0555807835        0.9999509129        0.114222E+22
          4864.80000          4864.79516        2.0555850089        0.9999529986        0.114221E+22
          4864.79000          4864.78516        2.0555892344        0.9999548744        0.114221E+22
          4864.78000          4864.77516        2.0555934598        0.9999565526        0.114220E+22
          4864.77000          4864.76516        2.0555976853        0.9999580436        0.114220E+22
          4864.76000          4864.75516        2.0556019108        0.9999593561        0.114219E+22
          4864.75000          4864.74516        2.0556061363        0.9999605552        0.114219E+22
          4864.74000          4864.73516        2.0556103618        0.9999615307        0.114218E+22
          4864.73000          4864.72516        2.0556145873        0.9999623458        0.114218E+22
          4864.72000          4864.71516        2.0556188129        0.9999630036        0.114217E+22
          4864.71000          4864.70516        2.0556230385        0.9999635063        0.114217E+22
          4864.70000          4864.69516        2.0556272640        0.9999638547        0.114216E+22
          4864.69000          4864.68516        2.0556314897        0.9999640482        0.114215E+22
          4864.68000          4864.67516        2.0556357153        0.9999640849        0.114215E+22
          4864.67000          4864.66516        2.0556399409        0.9999639615        0.114214E+22
          4864.66000          4864.65516        2.0556441666        0.9999636733        0.114213E+22
          4864.65000          4864.64516        2.0556483923        0.9999632140        0.114213E+22
          4864.64000          4864.63516        2.0556526180        0.9999625753        0.114212E+22
          4864.63000          4864.62516        2.0556568437        0.9999617475        0.114211E+22
          4864.62000          4864.61516        2.0556610694        0.9999607182        0.114211E+22
          4864.61000          4864.60516        2.0556652951        0.9999594731        0.114210E+22
          4864.60000          4864.59516        2.0556695209        0.9999579949        0.114209E+22
          4864.59000          4864.58516        2.0556737467        0.9999562634        0.114208E+22
          4864.58000          4864.57516        2.0556779725        0.9999542548        0.114207E+22
          4864.57000          4864.56516        2.0556821983        0.9999519413        0.114206E+22
          4864.56000          4864.55516        2.0556864241        0.9999492904        0.114205E+22
          4864.55000          4864.54516        2.0556906500        0.9999462639        0.114204E+22
          4864.54000          4864.53516        2.0556948759        0.9999428174        0.114203E+22
          4864.53000          4864.52516        2.0556991017        0.9999388988        0.114202E+22
          4864.52000          4864.51516        2.0557033276        0.9999344469        0.114201E+22
          4864.51000          4864.50516        2.0557075536        0.9999293901        0.114200E+22
          4864.50000          4864.49516        2.0557117795        0.9999236439        0.114199E+22
          4864.49000          4864.48516        2.0557160055        0.9999171084        0.114197E+22
          4864.48000          4864.47516        2.0557202314        0.9999096659        0.114196E+22
          4864.47000          4864.46516        2.0557244574        0.9999011763        0.114194E+22
          4864.46000          4864.45516        2.0557286834        0.9998914731        0.114192E+22
          4864.45000          4864.44516        2.0557329095        0.9998803578        0.114190E+22
          4864.44000          4864.43516        2.0557371355        0.9998675926        0.114188E+22
          4864.43000          4864.42516        2.0557413616        0.9998528927        0.114186E+22
          4864.42000          4864.41516        2.0557455876        0.9998359152        0.114183E+22
          4864.41000          4864.40516        2.0557498137        0.9998162473        0.114181E+22
          4864.40000          4864.39516        2.0557540398        0.9997933904        0.114177E+22
          4864.39000          4864.38516        2.0557582660        0.9997667422        0.114174E+22
          4864.38000          4864.37516        2.0557624921        0.9997355745        0.114169E+22
          4864.37000          4864.36516        2.0557667183        0.9996990069        0.114165E+22
          4864.36000          4864.35516        2.0557709445        0.9996559773        0.114159E+22
          4864.35000          4864.34516        2.0557751707        0.9996052077        0.114153E+22
          4864.34000          4864.33516        2.0557793969        0.9995451680        0.114145E+22
          4864.33000          4864.32516        2.0557836231        0.9994740392        0.114136E+22
          4864.32000          4864.31516        2.0557878494        0.9993896806        0.114126E+22
          4864.31000          4864.30516        2.0557920756        0.9992896080        0.114114E+22
          4864.30000          4864.29516        2.0557963019        0.9991709926        0.114100E+22
          4864.29000          4864.28516        2.0558005282        0.9990306968        0.114083E+22
          4864.28000          4864.27516        2.0558047545        0.9988653635        0.114064E+22
          4864.27000          4864.26516        2.0558089809        0.9986715834        0.114041E+22
          4864.26000          4864.25516        2.0558132072        0.9984461613        0.114014E+22
          4864.25000          4864.24516        2.0558174336        0.9981864980        0.113984E+22
          4864.24000          4864.23516        2.0558216600        0.9978910904        0.113950E+22
          4864.23000          4864.22516        2.0558258864        0.9975601262        0.113911E+22
          4864.22000          4864.21516        2.0558301128        0.9971961146        0.113869E+22
          4864.21000          4864.20516        2.0558343393        0.9968044568        0.113824E+22
          4864.20000          4864.19516        2.0558385657        0.9963938283        0.113776E+22
          4864.19000          4864.18516        2.0558427922        0.9959762367        0.113728E+22
          4864.18000          4864.17516        2.0558470187        0.9955666480        0.113680E+22
          4864.17000          4864.16516        2.0558512452        0.9951821385        0.113636E+22
          4864.16000          4864.15516        2.0558554717        0.9948406264        0.113596E+22
          4864.15000          4864.14516        2.0558596983        0.9945593370        0.113564E+22
          4864.14000          4864.13516        2.0558639248        0.9943531974        0.113539E+22
          4864.13000          4864.12516        2.0558681514        0.9942334825        0.113525E+22
          4864.12000          4864.11516        2.0558723780        0.9942067875        0.113521E+22
          4864.11000          4864.10516        2.0558766046        0.9942745661        0.113528E+22
          4864.10000          4864.09516        2.0558808313        0.9944330552        0.113546E+22
          4864.09000          4864.08516        2.0558850579        0.9946735029        0.113573E+22
          4864.08000          4864.07516        2.0558892846        0.9949828693        0.113607E+22
          4864.07000          4864.06516        2.0558935113        0.9953449369        0.113648E+22
          4864.06000          4864.05516        2.0558977380        0.9957419869        0.113693E+22
          4864.05000          4864.04516        2.0559019647        0.9961562578        0.113739E+22
          4864.04000          4864.03516        2.0559061914        0.9965714236        0.113786E+22
          4864.03000          4864.02516        2.0559104182        0.9969736866        0.113831E+22
          4864.02000          4864.01516        2.0559146450        0.9973524125        0.113874E+22
          4864.01000          4864.00516        2.0559188718        0.9977002976        0.113913E+22
          4864.00000          4863.99516        2.0559230986        0.9980131431        0.113948E+22
          4863.99000          4863.98516        2.0559273254        0.9982893608        0.113979E+22
          4863.98000          4863.97516        2.0559315522        0.9985293438        0.114006E+22
          4863.97000          4863.96516        2.0559357791        0.9987348171        0.114029E+22
          4863.96000          4863.95516        2.0559400060        0.9989082444        0.114048E+22
          4863.95000          4863.94516        2.0559442329        0.9990523280        0.114064E+22
          4863.94000          4863.93516        2.0559484598        0.9991696079        0.114076E+22
          4863.93000          4863.92516        2.0559526867        0.9992621397        0.114086E+22
          4863.92000          4863.91516        2.0559569136        0.9993312223        0.114094E+22
          4863.91000          4863.90516        2.0559611406        0.9993771388        0.114098E+22
          4863.90000          4863.89516        2.0559653676        0.9993988756        0.114100E+22
          4863.89000          4863.88516        2.0559695946        0.9993937963        0.114099E+22
          4863.88000          4863.87516        2.0559738216        0.9993572622        0.114094E+22
          4863.87000          4863.86516        2.0559780486        0.9992822350        0.114085E+22
          4863.86000          4863.85516        2.0559822757        0.9991589601        0.114070E+22
          4863.85000          4863.84516        2.0559865027        0.9989749302        0.114048E+22
          4863.84000          4863.83516        2.0559907298        0.9987154517        0.114018E+22
          4863.83000          4863.82516        2.0559949569        0.9983652288        0.113978E+22
          4863.82000          4863.81516        2.0559991841        0.9979113417        0.113925E+22
          4863.81000          4863.80516        2.0560034112        0.9973476904        0.113860E+22
          4863.80000          4863.79516        2.0560076383        0.9966803165        0.113783E+22
          4863.79000          4863.78516        2.0560118655        0.9959321234        0.113697E+22
          4863.78000          4863.77516        2.0560160927        0.9951448297        0.113607E+22
          4863.77000          4863.76516        2.0560203199        0.9943761151        0.113518E+22
          4863.76000          4863.75516        2.0560245471        0.9936912738        0.113439E+22
          4863.75000          4863.74516        2.0560287744        0.9931506904        0.113377E+22
          4863.74000          4863.73516        2.0560330016        0.9927972042        0.113336E+22
          4863.73000          4863.72516        2.0560372289        0.9926467052        0.113318E+22
          4863.72000          4863.71516        2.0560414562        0.9926856636        0.113322E+22
          4863.71000          4863.70516        2.0560456835        0.9928750912        0.113343E+22
          4863.70000          4863.69516        2.0560499108        0.9931608540        0.113375E+22
          4863.69000          4863.68516        2.0560541382        0.9934879708        0.113412E+22
          4863.68000          4863.67516        2.0560583656        0.9938143862        0.113448E+22
          4863.67000          4863.66516        2.0560625929        0.9941195391        0.113483E+22
          4863.66000          4863.65516        2.0560668203        0.9944053102        0.113515E+22
          4863.65000          4863.64516        2.0560710478        0.9946899041        0.113546E+22
          4863.64000          4863.63516        2.0560752752        0.9949979752        0.113581E+22
          4863.63000          4863.62516        2.0560795026        0.9953505213        0.113621E+22
          4863.62000          4863.61516        2.0560837301        0.9957578537        0.113666E+22
          4863.61000          4863.60516        2.0560879576        0.9962165026        0.113718E+22
          4863.60000          4863.59516        2.0560921851        0.9967103737        0.113774E+22
          4863.59000          4863.58516        2.0560964126        0.9972152299        0.113831E+22
          4863.58000          4863.57516        2.0561006401        0.9977046824        0.113886E+22
          4863.57000          4863.56516        2.0561048677        0.9981556856        0.113937E+22
          4863.56000          4863.55516        2.0561090953        0.9985521466        0.113981E+22
          4863.55000          4863.54516        2.0561133229        0.9988861548        0.114019E+22
          4863.54000          4863.53516        2.0561175505        0.9991571803        0.114049E+22
          4863.53000          4863.52516        2.0561217781        0.9993700690        0.114073E+22
          4863.52000          4863.51516        2.0561260057        0.9995327115        0.114091E+22
          4863.51000          4863.50516        2.0561302334        0.9996540141        0.114104E+22
          4863.50000          4863.49516        2.0561344611        0.9997424577        0.114113E+22
          4863.49000          4863.48516        2.0561386888        0.9998052571        0.114120E+22
          4863.48000          4863.47516        2.0561429165        0.9998479754        0.114124E+22
          4863.47000          4863.46516        2.0561471442        0.9998744135        0.114127E+22
          4863.46000          4863.45516        2.0561513719        0.9998866193        0.114127E+22
          4863.45000          4863.44516        2.0561555997        0.9998849275        0.114127E+22
          4863.44000          4863.43516        2.0561598275        0.9998680143        0.114124E+22
          4863.43000          4863.42516        2.0561640553        0.9998330299        0.114119E+22
          4863.42000          4863.41516        2.0561682831        0.9997759505        0.114112E+22
          4863.41000          4863.40516        2.0561725109        0.9996923279        0.114102E+22
          4863.40000          4863.39516        2.0561767388        0.9995785798        0.114088E+22
          4863.39000          4863.38516        2.0561809666        0.9994337905        0.114071E+22
          4863.38000          4863.37516        2.0561851945        0.9992616905        0.114051E+22
          4863.37000          4863.36516        2.0561894224        0.9990721483        0.114029E+22
          4863.36000          4863.35516        2.0561936504        0.9988813537        0.114006E+22
          4863.35000          4863.34516        2.0561978783        0.9987100937        0.113986E+22
