begin HEADER
  File_ID = "Aerosol Profile"
  File_Creation = Thu Feb 19 01:16:23 2009
  File_Type = "Matrix"
  Num_Rows =       20
  Num_Columns = 5
  Retrieval_Mode = logarithmic
  Labels = "Pressure" "aero1" "aero2" "water" "ice"
end HEADER
#  Pressure aero1 aero2 wc ic
       100.00000      -34.538776      -34.538776      -34.538776      -34.538776
       7000.0000      -34.538776      -34.538776      -34.538776      -34.538776
       10000.000      -34.538776      -34.538776      -19.288269      -18.882804
       20000.000      -20.090423      -20.090423      -14.815826      -14.413419
       28000.000      -18.142275      -18.142275      -14.391203      -13.992814
       35000.000      -16.704386      -16.704386      -14.675235      -14.291637
       40000.000      -15.964500      -15.964500      -14.947882      -14.590424
       45000.000      -15.424835      -15.424835      -15.110210      -14.794397
       50000.000      -15.039351      -15.039351      -15.116857      -14.848530
       55000.000      -14.769514      -14.769514      -15.031474      -14.810188
       60000.000      -14.584613      -14.584613      -14.926888      -14.757100
       65000.000      -14.459827      -14.459827      -14.836818      -14.731176
       70000.000      -14.374512      -14.374512      -14.766849      -14.745469
       75000.000      -14.311201      -14.311201      -14.710517      -14.800121
       80000.000      -14.255355      -14.255355      -14.657920      -14.890932
       85000.000      -14.195674      -14.195674      -14.599772      -15.012790
       90000.000      -14.124586      -14.124586      -14.529411      -15.160861
       95000.000      -14.038404      -14.038404      -14.443572      -15.330923
       100000.00      -13.936841      -13.936841      -14.342169      -15.519402
       105000.00      -13.821978      -13.821978      -14.227380      -15.723299
