begin HEADER
  File_ID = "Aerosol Profile"
  File_Creation = Tue Sep  9 18:28:59 2008
  File_Type = "Matrix"
  Num_Rows =       12
  Num_Columns = 16
  Retrieval_Mode = logarithmic
  Labels = "Pressure" "Cirrus" "WC" "Vij_1" "Vij_2" "Vij_3" "Vij_4" "Vij_5" "Vij_6" "Vij_7" "Vij_8" "Vij_9" "Vij_10" "Vij_11" "Vij_12" "Vij_13"
end HEADER
#  Pressure Cirrus WC Vij_1 Vij_2 Vij_3 Vij_4 Vij_5 Vij_6 Vij_7 Vij_8 Vij_9 Vij_10 Vij_11 Vij_12 Vij_13
     100.0  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01
    7000.0  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01
   10000.0  -2.12086617E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01  -4.60517019E+01
   20000.0  -1.67393100E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01  -2.25202067E+01
   35000.0  -1.66236782E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01  -1.91282955E+01
   45000.0  -1.71611536E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01  -1.78481061E+01
   55000.0  -1.72158342E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01  -1.71929470E+01
   65000.0  -1.71490528E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01  -1.68839145E+01
   75000.0  -1.72207895E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01  -1.67364329E+01
   85000.0  -1.74341577E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01  -1.66224169E+01
   95000.0  -1.77524938E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01  -1.64666544E+01
  105000.0  -1.81449363E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01  -1.62513642E+01
