begin HEADER
  File_ID = "Aerosol Profile"
  File_Creation = "Tue Apr 25 12:15:16 PDT 2006"
  File_Type = "Matrix"
  Num_Rows = 12
  Num_Columns = 8
  Retrieval_Mode = linear
  Labels = "Pressure" "STRAT" "TROP_0" "TROP_001" "TROP_005" "TROP_01" "TROP_02" "TROP_03"
end HEADER

# Pressure            STRAT     TROP_0               TROP_001               TROP_005                TROP_01                 TROP_02                 TROP_03
   100.000   1.00000000E-20  1.000E-20 1.026027228480343E-031 5.130136142401714E-031 1.026027228480343E-030  2.052054456960686E-030  3.078081685441028E-030
   7000.00   3.20765431E-07  1.000E-20 1.026027228480343E-031 5.130136142401714E-031 1.026027228480343E-030  2.052054456960686E-030  3.078081685441028E-030
   10000.0   2.04564324E-07  1.000E-20 1.026027228480343E-031 5.130136142401714E-031 1.026027228480343E-030  2.052054456960686E-030  3.078081685441028E-030
   20000.0   2.35845321E-07  1.000E-20 6.443758667712832E-009 3.221879333856415E-008 6.443758667712831E-008  1.288751733542566E-007  1.933127600313849E-007
   35000.0   0.0             1.000E-20 1.367357696387854E-008 6.836788481939271E-008 1.367357696387854E-007  2.734715392775708E-007  4.102073089163563E-007
   45000.0   0.0             1.000E-20 2.196281430016793E-008 1.098140715008396E-007 2.196281430016792E-007  4.392562860033585E-007  6.588844290050377E-007
   55000.0   0.0             1.000E-20 4.031835779033652E-008 2.015917889516825E-007 4.031835779033651E-007  8.063671558067302E-007  1.209550733710095E-006
   65000.0   0.0             1.000E-20 7.228360255728480E-008 3.614180127864240E-007 7.228360255728480E-007  1.445672051145696E-006  2.168508076718544E-006
   75000.0   0.0             1.000E-20 1.261746508054058E-007 6.308732540270290E-007 1.261746508054058E-006  2.523493016108116E-006  3.785239524162174E-006
   85000.0   0.0             1.000E-20 1.999904663502037E-007 9.999523317510185E-007 1.999904663502037E-006  3.999809327004074E-006  5.999713990506111E-006
   95000.0   0.0             1.000E-20 2.998010847796834E-007 1.499005423898417E-006 2.998010847796833E-006  5.996021695593667E-006  8.994032543390501E-006
   105000.   0.0             1.000E-20 4.286447077548570E-007 2.143223538774285E-006 4.286447077548569E-006  8.572894155097138E-006  1.285934123264571E-005
