begin HEADER
  File_ID = "Aerosol Profile"
  File_Creation = Thu Feb 19 01:16:41 2009
  File_Type = "Matrix"
  Num_Rows =       20
  Num_Columns = 5
  Retrieval_Mode = logarithmic
  Labels = "Pressure" "aero1" "aero2" "water" "ice"
end HEADER
#  Pressure aero1 aero2 wc ic
       100.00000      -34.538776      -34.538776      -34.538776      -34.538776
       7000.0000      -34.538776      -34.538776      -34.538776      -34.538776
       10000.000      -34.538776      -34.538776      -18.777443      -18.371978
       20000.000      -19.579597      -19.579597      -14.305001      -13.902593
       28000.000      -17.631449      -17.631449      -13.880377      -13.481989
       35000.000      -16.193561      -16.193561      -14.164410      -13.780811
       40000.000      -15.453675      -15.453675      -14.437057      -14.079598
       45000.000      -14.914010      -14.914010      -14.599384      -14.283572
       50000.000      -14.528526      -14.528526      -14.606032      -14.337704
       55000.000      -14.258688      -14.258688      -14.520649      -14.299362
       60000.000      -14.073787      -14.073787      -14.416063      -14.246274
       65000.000      -13.949001      -13.949001      -14.325992      -14.220351
       70000.000      -13.863686      -13.863686      -14.256023      -14.234644
       75000.000      -13.800376      -13.800376      -14.199692      -14.289296
       80000.000      -13.744530      -13.744530      -14.147094      -14.380106
       85000.000      -13.684848      -13.684848      -14.088946      -14.501964
       90000.000      -13.613760      -13.613760      -14.018585      -14.650035
       95000.000      -13.527578      -13.527578      -13.932746      -14.820098
       100000.00      -13.426016      -13.426016      -13.831344      -15.008576
       105000.00      -13.311152      -13.311152      -13.716554      -15.212474
