begin HEADER
  File_ID = "Aerosol Profile"
  File_Creation = Thu Feb 19 01:16:10 2009
  File_Type = "Matrix"
  Num_Rows =       20
  Num_Columns = 5
  Retrieval_Mode = logarithmic
  Labels = "Pressure" "aero1" "aero2" "water" "ice"
end HEADER
#  Pressure aero1 aero2 wc ic
       100.00000      -34.538776      -34.538776      -34.538776      -34.538776
       7000.0000      -34.538776      -34.538776      -34.538776      -34.538776
       10000.000      -34.538776      -34.538776      -20.386881      -19.981416
       20000.000      -21.189035      -21.189035      -15.914439      -15.512031
       28000.000      -19.240887      -19.240887      -15.489815      -15.091426
       35000.000      -17.802998      -17.802998      -15.773848      -15.390249
       40000.000      -17.063113      -17.063113      -16.046494      -15.689036
       45000.000      -16.523448      -16.523448      -16.208822      -15.893010
       50000.000      -16.137964      -16.137964      -16.215470      -15.947142
       55000.000      -15.868126      -15.868126      -16.130087      -15.908800
       60000.000      -15.683225      -15.683225      -16.025501      -15.855712
       65000.000      -15.558439      -15.558439      -15.935430      -15.829789
       70000.000      -15.473124      -15.473124      -15.865461      -15.844082
       75000.000      -15.409814      -15.409814      -15.809130      -15.898733
       80000.000      -15.353967      -15.353967      -15.756532      -15.989544
       85000.000      -15.294286      -15.294286      -15.698384      -16.111402
       90000.000      -15.223198      -15.223198      -15.628023      -16.259473
       95000.000      -15.137016      -15.137016      -15.542184      -16.429536
       100000.00      -15.035453      -15.035453      -15.440782      -16.618014
       105000.00      -14.920590      -14.920590      -15.325992      -16.821912
