 begin HEADER
   File_ID = "OCO SNR Data"
  File_Creation = 2008-10-22T15:35:18.537 -0700
   File_Type = Matrix
   Num_Rows =   1016
   Num_Columns =   7
   Labels = "COLOR" "C_PHOTON_1" "C_PHOTON_2" "C_PHOTON_3" "C_BACKGROUND_1" "C_BACKGROUND_2" "C_BACKGROUND_3" 
 end HEADER

     1  8.34450710E-03  7.75772423E-03  8.87819089E-03  1.46504940E-02  8.35654942E-03  3.11058117E-02
     2  6.94014748E-03  7.50198757E-03  9.95201006E-03  1.23773288E-02  1.12232210E-02  2.38655874E-02
     3  6.95144909E-03  7.70176518E-03  8.87329375E-03  1.15112537E-02  8.88565680E-03  2.93810649E-02
     4  6.98938451E-03  7.46896772E-03  8.88505937E-03  1.12195159E-02  9.69225407E-03  2.97035839E-02
     5  6.89542734E-03  7.45083850E-03  8.76425760E-03  1.26721590E-02  1.14655115E-02  2.92697951E-02
     6  7.24214008E-03  7.27741742E-03  8.52468234E-03  1.14325070E-02  1.23680653E-02  3.16131112E-02
     7  6.79537397E-03  7.62912040E-03  8.51306198E-03  1.41945999E-02  8.58988808E-03  3.19497918E-02
     8  6.79663381E-03  7.52731648E-03  8.75219363E-03  1.38215543E-02  9.28796154E-03  3.03941183E-02
     9  7.01042353E-03  7.31506587E-03  8.90117195E-03  1.42079022E-02  1.16645502E-02  2.94390117E-02
    10  6.99761675E-03  7.36964921E-03  8.73862847E-03  1.06825198E-02  1.07225384E-02  3.01269817E-02
    11  6.75077500E-03  7.24595252E-03  8.76338273E-03  1.36988822E-02  1.22724623E-02  2.97430265E-02
    12  6.94483573E-03  7.81599864E-03  8.92614820E-03  1.18552923E-02  7.96805601E-03  2.75986341E-02
    13  6.84572075E-03  7.40851349E-03  8.85601727E-03  1.54989288E-02  9.93838125E-03  2.92813209E-02
    14  6.83760021E-03  7.23706164E-03  8.99391833E-03  1.21654597E-02  1.12769999E-02  2.77626768E-02
    15  6.58659737E-03  7.20816642E-03  8.80639293E-03  1.55731061E-02  9.70653864E-03  2.82967901E-02
    16  6.85898355E-03  7.21815971E-03  8.59946378E-03  1.23787396E-02  1.00265029E-02  2.96217652E-02
    17  6.89774800E-03  7.42272169E-03  8.85107529E-03  1.15341593E-02  1.18759681E-02  2.77599182E-02
    18  6.72366084E-03  7.07580018E-03  8.51260420E-03  1.35204776E-02  1.31416613E-02  3.03800344E-02
    19  6.76461948E-03  7.20666505E-03  9.11818313E-03  1.32705873E-02  1.01234149E-02  2.87598776E-02
    20  6.67118434E-03  7.11766823E-03  8.53480594E-03  1.48082989E-02  1.07265422E-02  2.89886846E-02
    21  6.67559368E-03  7.18988436E-03  8.58114878E-03  1.38709198E-02  7.84895748E-03  2.88909826E-02
    22  6.59218100E-03  7.18191376E-03  8.42222788E-03  1.49873663E-02  9.20322947E-03  2.94644978E-02
    23  6.69628963E-03  7.04039270E-03  9.10378659E-03  1.35522007E-02  1.09140437E-02  2.86730291E-02
    24  6.72473632E-03  7.19982299E-03  8.48393635E-03  1.26202119E-02  7.96214800E-03  2.88318417E-02
    25  6.78333350E-03  7.11477984E-03  8.37455892E-03  1.24749260E-02  1.29779961E-02  2.93577415E-02
    26  6.96920148E-03  6.98327379E-03  8.62710808E-03  1.05649461E-02  1.01552456E-02  2.96203975E-02
    27  6.87680951E-03  7.07749477E-03  8.48574165E-03  1.16280858E-02  9.99882700E-03  2.93028910E-02
    28  6.64906319E-03  6.96557738E-03  8.38654641E-03  1.41981570E-02  1.05326305E-02  3.01452450E-02
    29  6.80222906E-03  7.12615416E-03  8.64966558E-03  1.30806258E-02  8.86301350E-03  2.80344049E-02
    30  6.63279199E-03  7.03892468E-03  8.43553981E-03  1.36943889E-02  9.82698029E-03  2.79438272E-02
    31  6.88130444E-03  6.99953495E-03  8.61517594E-03  1.14381318E-02  8.89795272E-03  2.87654465E-02
    32  6.86088740E-03  6.95066376E-03  8.71834582E-03  1.22573494E-02  1.04656424E-02  2.56765291E-02
    33  6.79253311E-03  6.79159125E-03  8.60149761E-03  1.18434021E-02  1.20595826E-02  2.71907590E-02
    34  6.64739566E-03  6.86745194E-03  8.96032366E-03  1.32645049E-02  1.05491400E-02  2.89255742E-02
    35  6.60076128E-03  6.88277064E-03  8.41683928E-03  1.49752278E-02  1.08550733E-02  2.77166944E-02
    36  6.81998100E-03  6.80303591E-03  8.40777994E-03  1.19593857E-02  1.12731432E-02  2.85093867E-02
    37  6.93414251E-03  6.98765932E-03  8.58475759E-03  1.08154603E-02  9.24169637E-03  2.99676862E-02
    38  6.61527521E-03  7.03957685E-03  8.38838381E-03  1.34302303E-02  7.89464800E-03  2.93597594E-02
    39  6.70053836E-03  6.72688186E-03  8.31086745E-03  1.37735035E-02  1.12453219E-02  2.86026867E-02
    40  6.75009494E-03  6.88107732E-03  8.74919117E-03  1.34968994E-02  1.11353034E-02  2.66085187E-02
    41  6.65617954E-03  6.78775486E-03  8.82835504E-03  1.43583145E-02  1.08604879E-02  2.55909273E-02
    42  6.60472340E-03  6.96936197E-03  8.33736500E-03  1.41588773E-02  8.01691560E-03  3.14501781E-02
    43  6.67291677E-03  6.75277034E-03  8.49911219E-03  1.37656027E-02  1.10338063E-02  2.78175689E-02
    44  6.75769323E-03  6.79383948E-03  8.42138744E-03  1.25782333E-02  1.03848376E-02  2.89610939E-02
    45  6.98798153E-03  6.77250782E-03  8.27804141E-03  1.02732548E-02  1.12427418E-02  2.99134345E-02
    46  6.63369573E-03  6.99407818E-03  8.56628266E-03  1.33897602E-02  9.66583878E-03  2.90072438E-02
    47  6.74223242E-03  6.68254549E-03  8.01297253E-03  1.28287074E-02  1.11009727E-02  3.00442527E-02
    48  6.59833249E-03  6.87675115E-03  8.53888503E-03  1.37532697E-02  8.93737696E-03  2.75560899E-02
