  6  33
  GGGAVG  Version  2.5.0  22-Oct-2005  GCT
  GFIT  Version  2.35.6  11-Apr-2006  GCT
  GSETUP  Version  2.6.3  30  May  2006  GCT  sen
  MISSING:  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29  9.9999E+29
  year  day  hour  run  lat  long  zobs  pobs  tobs  pins  asza  zmin  graw  opd  fovi  sia  sis  h04_4850  h04_4850_error  h04_6076  h04_6076_error  h04_6220  h04_6220_error  h04_6339  h04_6339_error  atm_4850  atm_4850_error  atm_6076  atm_6076_error  atm_6220  atm_6220_error  atm_6339  atm_6339_error
  2004.532936  194.65481  15.71540  1.00000  45.94500 -90.27300  0.44200  960.30000  24.40000  0.44000  37.81900  0.45700  0.00753  45.10000  0.00240  232.50000  1.20000  6.9447E+21  2.1087E+20  6.4761E+21  9.3720E+19  7.3758E+21  9.3720E+19  7.7655E+21  8.5910E+19  7.6374E+21  1.0934E+20  7.6655E+21  9.3720E+19  7.6936E+21  5.3889E+19  7.7022E+21  6.4042E+19
  2004.532966  194.66593  15.98240  2.00000  45.94500 -90.27300  0.44200  959.90000  25.10000  0.45000  35.40000  0.46100  0.00753  45.10000  0.00240  228.30000  3.10000  6.9404E+21  2.1079E+20  6.4689E+21  9.3684E+19  7.3862E+21  9.3684E+19  7.7742E+21  9.3684E+19  7.6352E+21  1.0930E+20  7.6594E+21  9.3684E+19  7.7055E+21  5.5430E+19  7.7118E+21  6.6360E+19
  2004.532987  194.67356  16.16550  3.00000  45.94500 -90.27300  0.44200  959.90000  25.10000  0.46000  33.81300  0.46100  0.00753  45.10000  0.00240  234.30000  2.10000  6.9350E+21  2.1079E+20  6.4634E+21  9.3684E+19  7.3784E+21  9.3684E+19  7.7617E+21  9.3684E+19  7.6306E+21  1.0930E+20  7.6532E+21  9.3684E+19  7.6969E+21  5.4649E+19  7.7000E+21  6.5579E+19
  2004.532992  194.67524  16.20580  4.00000  45.94500 -90.27300  0.44200  959.90000  25.30000  0.46000  33.47300  0.46100  0.00753  45.10000  0.00240  232.10000  2.60000  6.9412E+21  4.5281E+21  6.3299E+21  1.3272E+21  7.3651E+21  1.9518E+21  7.7196E+21  2.0298E+21  7.6376E+21  4.4500E+21  7.4908E+21  1.3272E+21  7.6844E+21  1.9518E+21  7.6610E+21  2.0298E+21
  2004.533013  194.68295  16.39080  5.00000  45.94500 -90.27300  0.44200  959.90000  25.90000  0.46000  31.95800  0.46100  0.00753  45.10000  0.00240  227.80000  3.80000  6.9256E+21  2.1860E+20  6.4564E+21  1.0149E+20  7.3729E+21  1.1710E+20  7.7594E+21  1.0930E+20  7.6220E+21  1.2491E+20  7.6446E+21  1.0149E+20  7.6922E+21  8.5877E+19  7.6977E+21  9.3684E+19
  2004.533044  194.69420  16.66080  6.00000  45.94500 -90.27300  0.44200  959.80000  25.50000  0.47000  29.90800  0.46100  0.00753  45.10000  0.00240  228.20000  6.20000  6.9130E+21  2.1076E+20  6.4306E+21  1.0148E+20  7.3618E+21  1.0148E+20  7.7490E+21  1.0148E+20  7.6093E+21  1.0928E+20  7.6155E+21  1.0148E+20  7.6803E+21  6.6351E+19  7.6881E+21  7.4938E+19
  2004.533055  194.69825  16.75810  7.00000  45.94500 -90.27300  0.44200  959.60000  25.70000  0.47000  29.22300  0.46300  0.00753  45.10000  0.00240  232.50000  0.90000  6.9168E+21  2.1074E+20  6.4586E+21  1.0146E+20  7.3656E+21  1.0146E+20  7.7527E+21  9.3660E+19  7.6138E+21  1.0927E+20  7.6489E+21  1.0146E+20  7.6848E+21  5.9318E+19  7.6918E+21  6.9464E+19
  2004.533058  194.69945  16.78680  8.00000  45.94500 -90.27300  0.44200  959.50000  26.00000  0.47000  29.02700  0.46400  0.00753  45.10000  0.00240  232.80000  1.70000  6.9182E+21  2.1071E+20  6.4586E+21  9.3648E+19  7.3693E+21  1.0145E+20  7.7541E+21  9.3648E+19  7.6159E+21  1.0926E+20  7.6487E+21  1.0145E+20  7.6885E+21  5.8530E+19  7.6940E+21  6.8675E+19
  2004.533069  194.70335  16.88030  9.00000  45.94500 -90.27300  0.44200  959.40000  26.30000  0.50000  28.40900  0.46500  0.00753  45.10000  0.00240  232.60000  1.50000  6.9135E+21  2.1068E+20  6.4562E+21  9.3636E+19  7.3676E+21  1.0144E+20  7.7523E+21  9.3636E+19  7.6110E+21  1.0924E+20  7.6454E+21  1.0144E+20  7.6860E+21  5.9303E+19  7.6914E+21  6.9447E+19
  2004.533070  194.70369  16.88860  10.00000  45.94500 -90.27300  0.44200  959.30000  26.30000  0.50000  28.35600  0.46600  0.00753  45.10000  0.00240  231.50000  1.00000  6.9149E+21  2.1065E+20  6.4530E+21  9.3624E+19  7.3627E+21  1.0143E+20  7.7474E+21  9.3624E+19  7.6124E+21  1.0923E+20  7.6413E+21  1.0143E+20  7.6818E+21  6.0075E+19  7.6873E+21  6.9438E+19
  2004.533074  194.70537  16.92890  11.00000  45.94500 -90.27300  0.44200  959.20000  26.10000  0.50000  28.10000  0.46700  0.00753  45.10000  0.00240  233.00000  1.20000  6.9140E+21  2.1063E+20  6.4491E+21  9.3612E+19  7.3657E+21  1.0141E+20  7.7495E+21  9.3612E+19  7.6122E+21  1.0921E+20  7.6356E+21  1.0141E+20  7.6848E+21  5.9288E+19  7.6887E+21  6.8649E+19
  2004.533078  194.70673  16.96160  12.00000  45.94500 -90.27300  0.44200  959.00000  26.10000  0.50000  27.89700  0.46900  0.00753  45.10000  0.00240  236.00000  1.00000  6.9186E+21  2.1060E+20  6.4537E+21  1.0140E+20  7.3694E+21  1.0140E+20  7.7532E+21  9.3600E+19  7.6167E+21  1.0920E+20  7.6424E+21  1.0140E+20  7.6885E+21  6.0060E+19  7.6924E+21  7.0200E+19
