begin HEADER
  File_Creation        = "2009-11-10T23:04:33"
  File_ID              = "GOSAT Noise for Pol: P, Gain: H. Example only, real values vary with scene"
  Labels               = "COLOR_1" "CNV_COEF_1" "COLOR_2" "CNV_COEF_2" "COLOR_3" "CNV_COEF_3"
  Num_Columns          = 6
  Num_Rows             = 3508
  band_noise_values    = 1.276671e-01 8.014058e-02 9.291514e-02
  source_acos_l1b_file = /test/gds/system_test/B2.05.01/l1b/acos_L1b_090724_01_Production090929_091019194551t.hdf
  source_sounding_id   = 20090724012908
end HEADER

#         COLOR_1       CNV_COEF_1          COLOR_2       CNV_COEF_2          COLOR_3       CNV_COEF_3
   2.70000000e+01   1.66072329e-08   2.70000000e+01   1.61765854e-08   2.70000000e+01   7.02865233e-09
   2.80000000e+01   1.65775926e-08   2.80000000e+01   1.61715938e-08   2.80000000e+01   7.02618852e-09
   2.90000000e+01   1.65487730e-08   2.90000000e+01   1.61656306e-08   2.90000000e+01   7.01836766e-09
   3.00000000e+01   1.65266272e-08   3.00000000e+01   1.61627476e-08   3.00000000e+01   7.01798175e-09
   3.10000000e+01   1.65044813e-08   3.10000000e+01   1.61607598e-08   3.10000000e+01   7.01870384e-09
   3.20000000e+01   1.64941927e-08   3.20000000e+01   1.61869451e-08   3.20000000e+01   7.02153535e-09
   3.30000000e+01   1.64917004e-08   3.30000000e+01   1.62174203e-08   3.30000000e+01   7.01852354e-09
   3.40000000e+01   1.64878529e-08   3.40000000e+01   1.61629021e-08   3.40000000e+01   7.01732272e-09
   3.50000000e+01   1.64713754e-08   3.50000000e+01   1.61733062e-08   3.50000000e+01   7.02620317e-09
   3.60000000e+01   1.64548979e-08   3.60000000e+01   1.61945231e-08   3.60000000e+01   7.02808922e-09
   3.70000000e+01   1.64438081e-08   3.70000000e+01   1.61427050e-08   3.70000000e+01   7.01787206e-09
   3.80000000e+01   1.64364558e-08   3.80000000e+01   1.61243499e-08   3.80000000e+01   7.01785607e-09
   3.90000000e+01   1.64277303e-08   3.90000000e+01   1.61121658e-08   3.90000000e+01   7.01737601e-09
   4.00000000e+01   1.64040959e-08   4.00000000e+01   1.61088369e-08   4.00000000e+01   7.01206204e-09
   4.10000000e+01   1.63804632e-08   4.10000000e+01   1.61069114e-08   4.10000000e+01   7.00623826e-09
   4.20000000e+01   1.63590119e-08   4.20000000e+01   1.61143490e-08   4.20000000e+01   7.00731073e-09
   4.30000000e+01   1.63391558e-08   4.30000000e+01   1.61233320e-08   4.30000000e+01   7.01138125e-09
   4.40000000e+01   1.63194667e-08   4.40000000e+01   1.61530007e-08   4.40000000e+01   7.01309766e-09
   4.50000000e+01   1.63019394e-08   4.50000000e+01   1.61518638e-08   4.50000000e+01   7.00982383e-09
   4.60000000e+01   1.62844120e-08   4.60000000e+01   1.61447353e-08   4.60000000e+01   7.00856662e-09
   4.70000000e+01   1.62704161e-08   4.70000000e+01   1.61074603e-08   4.70000000e+01   7.00790137e-09
   4.80000000e+01   1.62591363e-08   4.80000000e+01   1.60947966e-08   4.80000000e+01   7.00998370e-09
   4.90000000e+01   1.62481228e-08   4.90000000e+01   1.60877089e-08   4.90000000e+01   7.00836633e-09
   5.00000000e+01   1.62413816e-08   5.00000000e+01   1.60892650e-08   5.00000000e+01   7.00432823e-09
   5.10000000e+01   1.62346403e-08   5.10000000e+01   1.60924838e-08   5.10000000e+01   7.01064717e-09
   5.20000000e+01   1.62292046e-08   5.20000000e+01   1.61504055e-08   5.20000000e+01   7.01274017e-09
   5.30000000e+01   1.62248277e-08   5.30000000e+01   1.61393192e-08   5.30000000e+01   7.00974745e-09
   5.40000000e+01   1.62194027e-08   5.40000000e+01   1.61125318e-08   5.40000000e+01   7.01196745e-09
   5.50000000e+01   1.61922546e-08   5.50000000e+01   1.60915992e-08   5.50000000e+01   7.00624092e-09
   5.60000000e+01   1.61651066e-08   5.60000000e+01   1.60818026e-08   5.60000000e+01   7.00762914e-09
   5.70000000e+01   1.61429270e-08   5.70000000e+01   1.60802447e-08   5.70000000e+01   7.01114633e-09
   5.80000000e+01   1.61249876e-08   5.80000000e+01   1.60800173e-08   5.80000000e+01   7.01132796e-09
   5.90000000e+01   1.61073235e-08   5.90000000e+01   1.60783902e-08   5.90000000e+01   7.01024172e-09
   6.00000000e+01   1.60977063e-08   6.00000000e+01   1.60685385e-08   6.00000000e+01   7.01246705e-09
   6.10000000e+01   1.60880873e-08   6.10000000e+01   1.60573439e-08   6.10000000e+01   7.01537672e-09
   6.20000000e+01   1.60818612e-08   6.20000000e+01   1.60522617e-08   6.20000000e+01   7.01265090e-09
   6.30000000e+01   1.60786833e-08   6.30000000e+01   1.60486042e-08   6.30000000e+01   7.01239777e-09
   6.40000000e+01   1.60754787e-08   6.40000000e+01   1.60417422e-08   6.40000000e+01   7.01478031e-09
   6.50000000e+01   1.60711018e-08   6.50000000e+01   1.60340985e-08   6.50000000e+01   7.01331482e-09
   6.60000000e+01   1.60667248e-08   6.60000000e+01   1.60414579e-08   6.60000000e+01   7.01280722e-09
   6.70000000e+01   1.60612466e-08   6.70000000e+01   1.60453641e-08   6.70000000e+01   7.01618186e-09
   6.80000000e+01   1.60547309e-08   6.80000000e+01   1.60474052e-08   6.80000000e+01   7.01757719e-09
   6.90000000e+01   1.60481299e-08   6.90000000e+01   1.60462879e-08   6.90000000e+01   7.02531100e-09
   7.00000000e+01   1.60307323e-08   7.00000000e+01   1.60438827e-08   7.00000000e+01   7.02711711e-09
   7.10000000e+01   1.60133364e-08   7.10000000e+01   1.60391185e-08   7.10000000e+01   7.02012537e-09
   7.20000000e+01   1.59994009e-08   7.20000000e+01   1.60355249e-08   7.20000000e+01   7.02168901e-09
   7.30000000e+01   1.59889044e-08   7.30000000e+01   1.60448845e-08   7.30000000e+01   7.02011471e-09
   7.40000000e+01   1.59784079e-08   7.40000000e+01   1.60373510e-08   7.40000000e+01   7.02103042e-09
   7.50000000e+01   1.59620832e-08   7.50000000e+01   1.60239946e-08   7.50000000e+01   7.02507297e-09
   7.60000000e+01   1.59457301e-08   7.60000000e+01   1.60154894e-08   7.60000000e+01   7.01658065e-09
   7.70000000e+01   1.59325726e-08   7.70000000e+01   1.60084124e-08   7.70000000e+01   7.01369185e-09
   7.80000000e+01   1.59227547e-08   7.80000000e+01   1.60122404e-08   7.80000000e+01   7.01334013e-09
   7.90000000e+01   1.59129367e-08   7.90000000e+01   1.60076308e-08   7.90000000e+01   7.01008540e-09
   8.00000000e+01   1.59175073e-08   8.00000000e+01   1.59998503e-08   8.00000000e+01   7.01218772e-09
   8.10000000e+01   1.59223319e-08   8.10000000e+01   1.59978146e-08   8.10000000e+01   7.01363900e-09
   8.20000000e+01   1.59172515e-08   8.20000000e+01   1.59979816e-08   8.20000000e+01   7.01228320e-09
   8.30000000e+01   1.59012732e-08   8.30000000e+01   1.60072915e-08   8.30000000e+01   7.01216685e-09
   8.40000000e+01   1.58852931e-08   8.40000000e+01   1.60032805e-08   8.40000000e+01   7.01280944e-09
   8.50000000e+01   1.58810778e-08   8.50000000e+01   1.59939262e-08   8.50000000e+01   7.01736269e-09
   8.60000000e+01   1.58772266e-08   8.60000000e+01   1.59930558e-08   8.60000000e+01   7.01724812e-09
   8.70000000e+01   1.58645488e-08   8.70000000e+01   1.59946314e-08   8.70000000e+01   7.01512937e-09
   8.80000000e+01   1.58416551e-08   8.80000000e+01   1.59846927e-08   8.80000000e+01   7.01791514e-09
   8.90000000e+01   1.58187596e-08   8.90000000e+01   1.59867426e-08   8.90000000e+01   7.01989400e-09
   9.00000000e+01   1.58195217e-08   9.00000000e+01   1.59860463e-08   9.00000000e+01   7.01691327e-09
   9.10000000e+01   1.58213425e-08   9.10000000e+01   1.59827795e-08   9.10000000e+01   7.02014757e-09
   9.20000000e+01   1.58194222e-08   9.20000000e+01   1.59742726e-08   9.20000000e+01   7.01935887e-09
   9.30000000e+01   1.58129421e-08   9.30000000e+01   1.59637974e-08   9.30000000e+01   7.01840097e-09
   9.40000000e+01   1.58064601e-08   9.40000000e+01   1.59586744e-08   9.40000000e+01   7.01515290e-09
   9.50000000e+01   1.57943987e-08   9.50000000e+01   1.59555587e-08   9.50000000e+01   7.01203584e-09
   9.60000000e+01   1.57820068e-08   9.60000000e+01   1.59626499e-08   9.60000000e+01   7.00779434e-09
   9.70000000e+01   1.57773972e-08   9.70000000e+01   1.59655382e-08   9.70000000e+01   7.00809721e-09
   9.80000000e+01   1.57827742e-08   9.80000000e+01   1.59648419e-08   9.80000000e+01   7.00717706e-09
   9.90000000e+01   1.57881495e-08   9.90000000e+01   1.59647904e-08   9.90000000e+01   7.00484870e-09
   1.00000000e+02   1.57763402e-08   1.00000000e+02   1.59594222e-08   1.00000000e+02   7.00405867e-09
   1.01000000e+02   1.57632716e-08   1.01000000e+02   1.59517715e-08   1.01000000e+02   7.00495262e-09
   1.02000000e+02   1.57533435e-08   1.02000000e+02   1.59505120e-08   1.02000000e+02   7.00250702e-09
   1.03000000e+02   1.57476592e-08   1.03000000e+02   1.59523061e-08   1.03000000e+02   7.00424962e-09
   1.04000000e+02   1.57419748e-08   1.04000000e+02   1.59510929e-08   1.04000000e+02   7.00352043e-09
   1.05000000e+02   1.57256412e-08   1.05000000e+02   1.59485261e-08   1.05000000e+02   7.00131775e-09
   1.06000000e+02   1.57083697e-08   1.06000000e+02   1.59502882e-08   1.06000000e+02   7.00310077e-09
   1.07000000e+02   1.56985269e-08   1.07000000e+02   1.59539404e-08   1.07000000e+02   7.00555569e-09
   1.08000000e+02   1.56992606e-08   1.08000000e+02   1.59575926e-08   1.08000000e+02   7.00044778e-09
   1.09000000e+02   1.56999942e-08   1.09000000e+02   1.59612465e-08   1.09000000e+02   7.00189151e-09
   1.10000000e+02   1.56973918e-08   1.10000000e+02   1.59516897e-08   1.10000000e+02   6.99828995e-09
   1.11000000e+02   1.56944466e-08   1.11000000e+02   1.59395839e-08   1.11000000e+02   6.99481584e-09
   1.12000000e+02   1.56941677e-08   1.12000000e+02   1.59364042e-08   1.12000000e+02   6.99184888e-09
   1.13000000e+02   1.56978945e-08   1.13000000e+02   1.59370330e-08   1.13000000e+02   6.99058900e-09
   1.14000000e+02   1.57016213e-08   1.14000000e+02   1.59378413e-08   1.14000000e+02   6.99121339e-09
   1.15000000e+02   1.56889524e-08   1.15000000e+02   1.59382658e-08   1.15000000e+02   6.99063207e-09
   1.16000000e+02   1.56743276e-08   1.16000000e+02   1.59331996e-08   1.16000000e+02   6.98929536e-09
   1.17000000e+02   1.56639590e-08   1.17000000e+02   1.59300573e-08   1.17000000e+02   6.98831570e-09
   1.18000000e+02   1.56603210e-08   1.18000000e+02   1.59291620e-08   1.18000000e+02   6.97859015e-09
   1.19000000e+02   1.56566848e-08   1.19000000e+02   1.59278919e-08   1.19000000e+02   6.98042735e-09
   1.20000000e+02   1.56472879e-08   1.20000000e+02   1.59245630e-08   1.20000000e+02   6.98357105e-09
   1.21000000e+02   1.56371112e-08   1.21000000e+02   1.59184186e-08   1.21000000e+02   6.98022484e-09
   1.22000000e+02   1.56290945e-08   1.22000000e+02   1.59113132e-08   1.22000000e+02   6.98426872e-09
   1.23000000e+02   1.56246838e-08   1.23000000e+02   1.59009037e-08   1.23000000e+02   6.98572178e-09
   1.24000000e+02   1.56202731e-08   1.24000000e+02   1.59019216e-08   1.24000000e+02   6.98207270e-09
   1.25000000e+02   1.56166795e-08   1.25000000e+02   1.59045488e-08   1.25000000e+02   6.98784008e-09
   1.26000000e+02   1.56132103e-08   1.26000000e+02   1.59042006e-08   1.26000000e+02   6.98286362e-09
   1.27000000e+02   1.56121605e-08   1.27000000e+02   1.58991433e-08   1.27000000e+02   6.97295777e-09
   1.28000000e+02   1.56153828e-08   1.28000000e+02   1.58968803e-08   1.28000000e+02   6.96925984e-09
   1.29000000e+02   1.56186033e-08   1.29000000e+02   1.58980118e-08   1.29000000e+02   6.96998192e-09
   1.30000000e+02   1.56098725e-08   1.30000000e+02   1.58961253e-08   1.30000000e+02   6.96564273e-09
   1.31000000e+02   1.55991220e-08   1.31000000e+02   1.58870499e-08   1.31000000e+02   6.96095004e-09
   1.32000000e+02   1.55907092e-08   1.32000000e+02   1.58897659e-08   1.32000000e+02   6.95747104e-09
   1.33000000e+02   1.55866520e-08   1.33000000e+02   1.58923879e-08   1.33000000e+02   6.95652291e-09
   1.34000000e+02   1.55825948e-08   1.34000000e+02   1.58897713e-08   1.34000000e+02   6.95755276e-09
   1.35000000e+02   1.55752158e-08   1.35000000e+02   1.58843516e-08   1.35000000e+02   6.95319224e-09
   1.36000000e+02   1.55672168e-08   1.36000000e+02   1.58803726e-08   1.36000000e+02   6.94849023e-09
   1.37000000e+02   1.55619961e-08   1.37000000e+02   1.58783138e-08   1.37000000e+02   6.95173341e-09
   1.38000000e+02   1.55622608e-08   1.38000000e+02   1.58717626e-08   1.38000000e+02   6.94815006e-09
   1.39000000e+02   1.55625237e-08   1.39000000e+02   1.58689328e-08   1.39000000e+02   6.94893387e-09
   1.40000000e+02   1.55515441e-08   1.40000000e+02   1.58705813e-08   1.40000000e+02   6.95004720e-09
   1.41000000e+02   1.55382622e-08   1.41000000e+02   1.58721054e-08   1.41000000e+02   6.94971725e-09
   1.42000000e+02   1.55315174e-08   1.42000000e+02   1.58666129e-08   1.42000000e+02   6.94348312e-09
   1.43000000e+02   1.55384345e-08   1.43000000e+02   1.58566866e-08   1.43000000e+02   6.94205626e-09
   1.44000000e+02   1.55453517e-08   1.44000000e+02   1.58528159e-08   1.44000000e+02   6.93991309e-09
   1.45000000e+02   1.55433142e-08   1.45000000e+02   1.58529847e-08   1.45000000e+02   6.93653446e-09
   1.46000000e+02   1.55392730e-08   1.46000000e+02   1.58574895e-08   1.46000000e+02   6.92804702e-09
   1.47000000e+02   1.55319757e-08   1.47000000e+02   1.58612945e-08   1.47000000e+02   6.93141766e-09
   1.48000000e+02   1.55174575e-08   1.48000000e+02   1.58586086e-08   1.48000000e+02   6.92405289e-09
   1.49000000e+02   1.55029412e-08   1.49000000e+02   1.58531588e-08   1.49000000e+02   6.92287161e-09
   1.50000000e+02   1.54990687e-08   1.50000000e+02   1.58496736e-08   1.50000000e+02   6.92071644e-09
   1.51000000e+02   1.54977826e-08   1.51000000e+02   1.58472595e-08   1.51000000e+02   6.92674806e-09
   1.52000000e+02   1.54982143e-08   1.52000000e+02   1.58459077e-08   1.52000000e+02   6.91630486e-09
   1.53000000e+02   1.55026889e-08   1.53000000e+02   1.58451741e-08   1.53000000e+02   6.91344004e-09
   1.54000000e+02   1.55071653e-08   1.54000000e+02   1.58422679e-08   1.54000000e+02   6.90976121e-09
   1.55000000e+02   1.55040603e-08   1.55000000e+02   1.58446607e-08   1.55000000e+02   6.91121560e-09
   1.56000000e+02   1.54989639e-08   1.56000000e+02   1.58524163e-08   1.56000000e+02   6.90956892e-09
   1.57000000e+02   1.54949884e-08   1.57000000e+02   1.58499169e-08   1.57000000e+02   6.90287028e-09
   1.58000000e+02   1.54938142e-08   1.58000000e+02   1.58444617e-08   1.58000000e+02   6.90210378e-09
   1.59000000e+02   1.54926401e-08   1.59000000e+02   1.58413389e-08   1.59000000e+02   6.90120672e-09
   1.60000000e+02   1.54883537e-08   1.60000000e+02   1.58373012e-08   1.60000000e+02   6.89610857e-09
   1.61000000e+02   1.54831881e-08   1.61000000e+02   1.58322617e-08   1.61000000e+02   6.89608504e-09
   1.62000000e+02   1.54790474e-08   1.62000000e+02   1.58252984e-08   1.62000000e+02   6.89138258e-09
   1.63000000e+02   1.54776423e-08   1.63000000e+02   1.58175908e-08   1.63000000e+02   6.88767621e-09
   1.64000000e+02   1.54762372e-08   1.64000000e+02   1.58332671e-08   1.64000000e+02   6.88655177e-09
   1.65000000e+02   1.54701958e-08   1.65000000e+02   1.58451403e-08   1.65000000e+02   6.88458979e-09
   1.66000000e+02   1.54627422e-08   1.66000000e+02   1.58379674e-08   1.66000000e+02   6.87707713e-09
   1.67000000e+02   1.54578448e-08   1.67000000e+02   1.58338320e-08   1.67000000e+02   6.87509116e-09
   1.68000000e+02   1.54602198e-08   1.68000000e+02   1.58313576e-08   1.68000000e+02   6.88154866e-09
   1.69000000e+02   1.54625965e-08   1.69000000e+02   1.58166991e-08   1.69000000e+02   6.88655755e-09
   1.70000000e+02   1.54589603e-08   1.70000000e+02   1.58193867e-08   1.70000000e+02   6.88041846e-09
   1.71000000e+02   1.54533595e-08   1.71000000e+02   1.58294320e-08   1.71000000e+02   6.87743817e-09
   1.72000000e+02   1.54508655e-08   1.72000000e+02   1.58250533e-08   1.72000000e+02   6.86346890e-09
   1.73000000e+02   1.54578217e-08   1.73000000e+02   1.58186122e-08   1.73000000e+02   6.86654378e-09
   1.74000000e+02   1.54647779e-08   1.74000000e+02   1.58132494e-08   1.74000000e+02   6.86276458e-09
   1.75000000e+02   1.54564290e-08   1.75000000e+02   1.58102562e-08   1.75000000e+02   6.86555435e-09
   1.76000000e+02   1.54427315e-08   1.76000000e+02   1.58110591e-08   1.76000000e+02   6.86483093e-09
   1.77000000e+02   1.54304960e-08   1.77000000e+02   1.58153401e-08   1.77000000e+02   6.85856838e-09
   1.78000000e+02   1.54230264e-08   1.78000000e+02   1.58092881e-08   1.78000000e+02   6.85622492e-09
   1.79000000e+02   1.54155568e-08   1.79000000e+02   1.58028630e-08   1.79000000e+02   6.85058277e-09
   1.80000000e+02   1.54142654e-08   1.80000000e+02   1.58040478e-08   1.80000000e+02   6.85307278e-09
   1.81000000e+02   1.54152815e-08   1.81000000e+02   1.58041313e-08   1.81000000e+02   6.85439039e-09
   1.82000000e+02   1.54159654e-08   1.82000000e+02   1.58013957e-08   1.82000000e+02   6.84697188e-09
   1.83000000e+02   1.54154876e-08   1.83000000e+02   1.57958855e-08   1.83000000e+02   6.84138746e-09
   1.84000000e+02   1.54150115e-08   1.84000000e+02   1.57906541e-08   1.84000000e+02   6.83659129e-09
   1.85000000e+02   1.54154272e-08   1.85000000e+02   1.57857034e-08   1.85000000e+02   6.83669699e-09
   1.86000000e+02   1.54161981e-08   1.86000000e+02   1.57876379e-08   1.86000000e+02   6.83441570e-09
   1.87000000e+02   1.54169637e-08   1.87000000e+02   1.57917075e-08   1.87000000e+02   6.83007473e-09
   1.88000000e+02   1.54177133e-08   1.88000000e+02   1.57903859e-08   1.88000000e+02   6.82769352e-09
   1.89000000e+02   1.54184612e-08   1.89000000e+02   1.57876894e-08   1.89000000e+02   6.82802881e-09
   1.90000000e+02   1.54148925e-08   1.90000000e+02   1.57846536e-08   1.90000000e+02   6.82266776e-09
   1.91000000e+02   1.54094959e-08   1.91000000e+02   1.57867781e-08   1.91000000e+02   6.82611256e-09
   1.92000000e+02   1.54038613e-08   1.92000000e+02   1.57898015e-08   1.92000000e+02   6.81550771e-09
   1.93000000e+02   1.53972533e-08   1.93000000e+02   1.57884745e-08   1.93000000e+02   6.81702472e-09
   1.94000000e+02   1.53906434e-08   1.94000000e+02   1.57905582e-08   1.94000000e+02   6.81465862e-09
   1.95000000e+02   1.53853534e-08   1.95000000e+02   1.57941304e-08   1.95000000e+02   6.81259404e-09
   1.96000000e+02   1.53806532e-08   1.96000000e+02   1.57905564e-08   1.96000000e+02   6.80246748e-09
   1.97000000e+02   1.53760222e-08   1.97000000e+02   1.57822218e-08   1.97000000e+02   6.80828016e-09
   1.98000000e+02   1.53717057e-08   1.98000000e+02   1.57757025e-08   1.98000000e+02   6.80452361e-09
   1.99000000e+02   1.53673874e-08   1.99000000e+02   1.57712829e-08   1.99000000e+02   6.80064138e-09
   2.00000000e+02   1.53693804e-08   2.00000000e+02   1.57663518e-08   2.00000000e+02   6.79923939e-09
   2.01000000e+02   1.53743773e-08   2.01000000e+02   1.57608167e-08   2.01000000e+02   6.79717216e-09
   2.02000000e+02   1.53778323e-08   2.02000000e+02   1.57620956e-08   2.02000000e+02   6.79039847e-09
   2.03000000e+02   1.53738160e-08   2.03000000e+02   1.57673430e-08   2.03000000e+02   6.79679690e-09
   2.04000000e+02   1.53697997e-08   2.04000000e+02   1.57673785e-08   2.04000000e+02   6.79173073e-09
   2.05000000e+02   1.53709685e-08   2.05000000e+02   1.57636872e-08   2.05000000e+02   6.78468393e-09
   2.06000000e+02   1.53747557e-08   2.06000000e+02   1.57543685e-08   2.06000000e+02   6.78008627e-09
   2.07000000e+02   1.53766724e-08   2.07000000e+02   1.57558286e-08   2.07000000e+02   6.78120937e-09
   2.08000000e+02   1.53686717e-08   2.08000000e+02   1.57657496e-08   2.08000000e+02   6.77819401e-09
   2.09000000e+02   1.53606692e-08   2.09000000e+02   1.57666484e-08   2.09000000e+02   6.77867407e-09
   2.10000000e+02   1.53551252e-08   2.10000000e+02   1.57653002e-08   2.10000000e+02   6.77340539e-09
   2.11000000e+02   1.53508957e-08   2.11000000e+02   1.57611755e-08   2.11000000e+02   6.78083367e-09
   2.12000000e+02   1.53476787e-08   2.12000000e+02   1.57591167e-08   2.12000000e+02   6.77410972e-09
   2.13000000e+02   1.53504054e-08   2.13000000e+02   1.57602500e-08   2.13000000e+02   6.77393475e-09
   2.14000000e+02   1.53531321e-08   2.14000000e+02   1.57587916e-08   2.14000000e+02   6.77021506e-09
   2.15000000e+02   1.53518123e-08   2.15000000e+02   1.57537841e-08   2.15000000e+02   6.76776546e-09
   2.16000000e+02   1.53482098e-08   2.16000000e+02   1.57508726e-08   2.16000000e+02   6.76333967e-09
   2.17000000e+02   1.53462718e-08   2.17000000e+02   1.57511142e-08   2.17000000e+02   6.76368028e-09
   2.18000000e+02   1.53556599e-08   2.18000000e+02   1.57482347e-08   2.18000000e+02   6.75162992e-09
   2.19000000e+02   1.53650479e-08   2.19000000e+02   1.57436322e-08   2.19000000e+02   6.75597933e-09
   2.20000000e+02   1.53659521e-08   2.20000000e+02   1.57422768e-08   2.20000000e+02   6.75264600e-09
   2.21000000e+02   1.53616924e-08   2.21000000e+02   1.57389373e-08   2.21000000e+02   6.75198297e-09
   2.22000000e+02   1.53572355e-08   2.22000000e+02   1.57387294e-08   2.22000000e+02   6.74563072e-09
   2.23000000e+02   1.53512669e-08   2.23000000e+02   1.57425184e-08   2.23000000e+02   6.75088385e-09
   2.24000000e+02   1.53453001e-08   2.24000000e+02   1.57424278e-08   2.24000000e+02   6.74236578e-09
   2.25000000e+02   1.53385855e-08   2.25000000e+02   1.57377453e-08   2.25000000e+02   6.74233602e-09
   2.26000000e+02   1.53313930e-08   2.26000000e+02   1.57329456e-08   2.26000000e+02   6.74303902e-09
   2.27000000e+02   1.53243231e-08   2.27000000e+02   1.57287001e-08   2.27000000e+02   6.74006584e-09
   2.28000000e+02   1.53183297e-08   2.28000000e+02   1.57280216e-08   2.28000000e+02   6.73653622e-09
   2.29000000e+02   1.53123363e-08   2.29000000e+02   1.57326792e-08   2.29000000e+02   6.75062850e-09
   2.30000000e+02   1.53094586e-08   2.30000000e+02   1.57357665e-08   2.30000000e+02   6.74096245e-09
   2.31000000e+02   1.53086930e-08   2.31000000e+02   1.57357523e-08   2.31000000e+02   6.73479850e-09
   2.32000000e+02   1.53088511e-08   2.32000000e+02   1.57487765e-08   2.32000000e+02   6.73269351e-09
   2.33000000e+02   1.53183688e-08   2.33000000e+02   1.57645879e-08   2.33000000e+02   6.73256473e-09
   2.34000000e+02   1.53278847e-08   2.34000000e+02   1.57489204e-08   2.34000000e+02   6.71954004e-09
   2.35000000e+02   1.53324038e-08   2.35000000e+02   1.57365658e-08   2.35000000e+02   6.72490419e-09
   2.36000000e+02   1.53333559e-08   2.36000000e+02   1.57300590e-08   2.36000000e+02   6.72418032e-09
   2.37000000e+02   1.53342334e-08   2.37000000e+02   1.57401541e-08   2.37000000e+02   6.72471057e-09
   2.38000000e+02   1.53341997e-08   2.38000000e+02   1.57588804e-08   2.38000000e+02   6.72239198e-09
   2.39000000e+02   1.53341659e-08   2.39000000e+02   1.57426499e-08   2.39000000e+02   6.71635725e-09
   2.40000000e+02   1.53273394e-08   2.40000000e+02   1.57355800e-08   2.40000000e+02   6.71929934e-09
   2.41000000e+02   1.53154058e-08   2.41000000e+02   1.57464246e-08   2.41000000e+02   6.71685818e-09
   2.42000000e+02   1.53039110e-08   2.42000000e+02   1.57525477e-08   2.42000000e+02   6.71331124e-09
